Level	Rule Name	Subject	Property	Value
WARN	missing_definition	NCBITaxon:87883	IAO:0000115	
WARN	missing_definition	NCBITaxon:88112	IAO:0000115	
WARN	missing_definition	NCBITaxon:8825	IAO:0000115	
WARN	missing_definition	NCBITaxon:8869	IAO:0000115	
WARN	missing_definition	NCBITaxon:8899	IAO:0000115	
WARN	missing_definition	NCBITaxon:8900	IAO:0000115	
WARN	missing_definition	NCBITaxon:8901	IAO:0000115	
WARN	missing_definition	NCBITaxon:8930	IAO:0000115	
WARN	missing_definition	NCBITaxon:8931	IAO:0000115	
WARN	missing_definition	NCBITaxon:8932	IAO:0000115	
WARN	missing_definition	NCBITaxon:8934	IAO:0000115	
WARN	missing_definition	NCBITaxon:8976	IAO:0000115	
WARN	missing_definition	NCBITaxon:9031	IAO:0000115	
WARN	missing_definition	NCBITaxon:90370	IAO:0000115	
WARN	missing_definition	NCBITaxon:909054	IAO:0000115	
WARN	missing_definition	NCBITaxon:909768	IAO:0000115	
WARN	missing_definition	NCBITaxon:91061	IAO:0000115	
WARN	missing_definition	NCBITaxon:911292	IAO:0000115	
WARN	missing_definition	NCBITaxon:911293	IAO:0000115	
WARN	missing_definition	NCBITaxon:9126	IAO:0000115	
WARN	missing_definition	NCBITaxon:9132	IAO:0000115	
WARN	missing_definition	NCBITaxon:91347	IAO:0000115	
WARN	missing_definition	NCBITaxon:9146	IAO:0000115	
WARN	missing_definition	NCBITaxon:91561	IAO:0000115	
WARN	missing_definition	NCBITaxon:9187	IAO:0000115	
WARN	missing_definition	NCBITaxon:9223	IAO:0000115	
WARN	missing_definition	NCBITaxon:9263	IAO:0000115	
WARN	missing_definition	NCBITaxon:9265	IAO:0000115	
WARN	missing_definition	NCBITaxon:9266	IAO:0000115	
WARN	missing_definition	NCBITaxon:9336	IAO:0000115	
WARN	missing_definition	NCBITaxon:9347	IAO:0000115	
WARN	missing_definition	NCBITaxon:9361	IAO:0000115	
WARN	missing_definition	NCBITaxon:93947	IAO:0000115	
WARN	missing_definition	NCBITaxon:93948	IAO:0000115	
WARN	missing_definition	NCBITaxon:93949	IAO:0000115	
WARN	missing_definition	NCBITaxon:941442	IAO:0000115	
WARN	missing_definition	NCBITaxon:943103	IAO:0000115	
WARN	missing_definition	NCBITaxon:94475	IAO:0000115	
WARN	missing_definition	NCBITaxon:94477	IAO:0000115	
WARN	missing_definition	NCBITaxon:94478	IAO:0000115	
WARN	missing_definition	NCBITaxon:9479	IAO:0000115	
WARN	missing_definition	NCBITaxon:948	IAO:0000115	
WARN	missing_definition	NCBITaxon:95341	IAO:0000115	
WARN	missing_definition	NCBITaxon:95486	IAO:0000115	
WARN	missing_definition	NCBITaxon:9606	IAO:0000115	
WARN	missing_definition	NCBITaxon:9608	IAO:0000115	
WARN	missing_definition	NCBITaxon:9615	IAO:0000115	
WARN	missing_definition	NCBITaxon:9627	IAO:0000115	
WARN	missing_definition	NCBITaxon:9654	IAO:0000115	
WARN	missing_definition	NCBITaxon:9681	IAO:0000115	
WARN	missing_definition	NCBITaxon:9685	IAO:0000115	
WARN	missing_definition	NCBITaxon:976	IAO:0000115	
WARN	missing_definition	NCBITaxon:9796	IAO:0000115	
WARN	missing_definition	NCBITaxon:980429	IAO:0000115	
WARN	missing_definition	NCBITaxon:9821	IAO:0000115	
WARN	missing_definition	NCBITaxon:984897	IAO:0000115	
WARN	missing_definition	NCBITaxon:984898	IAO:0000115	
WARN	missing_definition	NCBITaxon:9850	IAO:0000115	
WARN	missing_definition	NCBITaxon:9874	IAO:0000115	
WARN	missing_definition	NCBITaxon:9895	IAO:0000115	
WARN	missing_definition	NCBITaxon:98964	IAO:0000115	
WARN	missing_definition	NCBITaxon:990147	IAO:0000115	
WARN	missing_definition	NCBITaxon:9913	IAO:0000115	
WARN	missing_definition	NCBITaxon:9925	IAO:0000115	
WARN	missing_definition	NCBITaxon:9940	IAO:0000115	
WARN	missing_definition	NCBITaxon:9963	IAO:0000115	
WARN	missing_definition	NCBITaxon:9979	IAO:0000115	
WARN	missing_definition	NCBITaxon:9983	IAO:0000115	
WARN	missing_definition	NCBITaxon:9986	IAO:0000115	
WARN	missing_definition	NCBITaxon:9987	IAO:0000115	
WARN	missing_definition	NCBITaxon:99878	IAO:0000115	
WARN	missing_definition	NCBITaxon:9988	IAO:0000115	
WARN	missing_definition	NCBITaxon:9989	IAO:0000115	
WARN	missing_definition	OMRSE:00000102	IAO:0000115	
WARN	missing_definition	PATO:0000068	IAO:0000115	
WARN	missing_definition	obo:REO_0000699	IAO:0000115	
WARN	missing_definition	RO:0002081	IAO:0000115	
WARN	missing_definition	RO:0002083	IAO:0000115	
WARN	missing_definition	RO:0002087	IAO:0000115	
WARN	missing_definition	RO:0002091	IAO:0000115	
WARN	missing_definition	RO:0002092	IAO:0000115	
WARN	missing_definition	RO:0002093	IAO:0000115	
WARN	missing_definition	RO:0002222	IAO:0000115	
WARN	missing_definition	RO:0002502	IAO:0000115	
WARN	missing_definition	SYMP:0000064	IAO:0000115	
WARN	missing_definition	SYMP:0000124	IAO:0000115	
WARN	missing_definition	SYMP:0000260	IAO:0000115	
WARN	missing_definition	SYMP:0000596	IAO:0000115	
WARN	missing_definition	SYMP:0019148	IAO:0000115	
WARN	missing_definition	SYMP:0019174	IAO:0000115	
WARN	missing_definition	UBERON:0001444	IAO:0000115	
WARN	missing_definition	UBERON:0005913	IAO:0000115	
WARN	missing_definition	UBERON:0006911	IAO:0000115	
WARN	missing_definition	UBERON:0009856	IAO:0000115	
WARN	missing_definition	UBERON:0013522	IAO:0000115	
WARN	missing_definition	UBERON:0019304	IAO:0000115	
WARN	missing_definition	UBERON:0019306	IAO:0000115	
WARN	missing_definition	UO:0000001	IAO:0000115	
WARN	missing_definition	UO:0000002	IAO:0000115	
WARN	missing_definition	UO:0000003	IAO:0000115	
WARN	missing_definition	UO:0000005	IAO:0000115	
WARN	missing_definition	UO:0000047	IAO:0000115	
WARN	missing_definition	UO:0000051	IAO:0000115	
WARN	missing_definition	UO:0000052	IAO:0000115	
WARN	missing_definition	UO:0000054	IAO:0000115	
WARN	missing_definition	UO:0000095	IAO:0000115	
WARN	missing_definition	UO:0000166	IAO:0000115	
WARN	missing_definition	UO:0000182	IAO:0000115	
WARN	missing_definition	UO:0000186	IAO:0000115	
WARN	missing_definition	UO:0000187	IAO:0000115	
WARN	missing_definition	UO:0000189	IAO:0000115	
WARN	missing_definition	UO:0000190	IAO:0000115	
WARN	missing_definition	UO:0000191	IAO:0000115	
WARN	missing_definition	UO:0000200	IAO:0000115	
WARN	missing_definition	UO:0000202	IAO:0000115	
WARN	missing_definition	UO:0000205	IAO:0000115	
WARN	missing_definition	UO:0000307	IAO:0000115	
WARN	missing_definition	VO:0000741	IAO:0000115	
WARN	missing_definition	dc11:description	IAO:0000115	
WARN	missing_definition	dc11:source	IAO:0000115	
WARN	missing_definition	dc11:title	IAO:0000115	
WARN	missing_definition	oboInOwl:ObsoleteClass	IAO:0000115	
WARN	missing_subset_declaration	blank node	rdfs:subPropertyOf	
INFO	lowercase_definition	BFO:0000004	IAO:0000115	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en
INFO	lowercase_definition	BFO:0000015	IAO:0000115	p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en
INFO	lowercase_definition	BFO:0000016	IAO:0000600	b is a disposition means: b is a realizable entity & b’s bearer is some material entity & b is such that if it ceases to exist, then its bearer is physically changed, & b’s realization occurs when and because this bearer is in some special physical circumstances, & this realization occurs in virtue of the bearer’s physical make-up. (axiom label in BFO2 Reference: [062-002])@en
INFO	lowercase_definition	BFO:0000019	IAO:0000600	a quality is a specifically dependent continuant that, in contrast to roles and dispositions, does not require any further process in order to be realized. (axiom label in BFO2 Reference: [055-001])@en
INFO	lowercase_definition	BFO:0000020	IAO:0000115	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en
INFO	lowercase_definition	BFO:0000023	IAO:0000600	b is a role means: b is a realizable entity & b exists because there is some single bearer that is in some special physical, social, or institutional set of circumstances in which this bearer does not have to be& b is not such that, if it ceases to exist, then the physical make-up of the bearer is thereby changed. (axiom label in BFO2 Reference: [061-001])@en
INFO	lowercase_definition	BFO:0000024	IAO:0000600	b is a fiat object part = Def. b is a material entity which is such that for all times t, if b exists at t then there is some object c such that b proper continuant_part of  c at t and c is demarcated from the remainder of c by a two-dimensional continuant fiat boundary. (axiom label in BFO2 Reference: [027-004])@en
INFO	lowercase_definition	BFO:0000027	IAO:0000600	b is an object aggregate means: b is a material entity consisting exactly of a plurality of objects as member_parts at all times at which b exists. (axiom label in BFO2 Reference: [025-004])@en
INFO	lowercase_definition	BFO:0000029	IAO:0000600	b is a site means: b is a three-dimensional immaterial entity that is (partially or wholly) bounded by a material entity or it is a three-dimensional immaterial part thereof. (axiom label in BFO2 Reference: [034-002])@en
INFO	lowercase_definition	BFO:0000030	IAO:0000600	b is an object means: b is a material entity which manifests causal unity of one or other of the types CUn listed above & is of a type (a material universal) instances of which are maximal relative to this criterion of causal unity. (axiom label in BFO2 Reference: [024-001])@en
INFO	lowercase_definition	BFO:0000031	IAO:0000115	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en
INFO	lowercase_definition	BFO:0000035	IAO:0000115	p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001])@en
INFO	lowercase_definition	BFO:0000050	IAO:0000115	a core relation that holds between a part and its whole@en
INFO	lowercase_definition	BFO:0000051	IAO:0000115	a core relation that holds between a whole and its part@en
INFO	lowercase_definition	BFO:0000063	IAO:0000115	x precedes y if and only if the time point at which x ends is before or equivalent to the time point at which y starts. Formally: x precedes y iff ω(x) <= α(y), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en
INFO	lowercase_definition	BFO:0000066	IAO:0000115	b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	BFO:0000067	IAO:0000115	[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	BFO:0000140	IAO:0000115	b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])@en
INFO	lowercase_definition	BFO:0000142	IAO:0000600	a one-dimensional continuant fiat boundary is a continuous fiat line whose location is defined in relation to some material entity. (axiom label in BFO2 Reference: [032-001])@en
INFO	lowercase_definition	BFO:0000144	IAO:0000115	b is a process_profile =Def. there is some process c such that b process_profile_of c (axiom label in BFO2 Reference: [093-002])@en
INFO	lowercase_definition	BFO:0000144	IAO:0000600	b process_profile_of c holds when b proper_occurrent_part_of c& there is some proper_occurrent_part d of c which has no parts in common with b & is mutually dependent on b& is such that b, c and d occupy the same temporal region (axiom label in BFO2 Reference: [094-005])@en
INFO	lowercase_definition	BFO:0000145	IAO:0000115	b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])@en
INFO	lowercase_definition	BFO:0000146	IAO:0000600	a two-dimensional continuant fiat boundary (surface) is a self-connected fiat surface whose location is defined in relation to some material entity. (axiom label in BFO2 Reference: [033-001])@en
INFO	lowercase_definition	BFO:0000147	IAO:0000600	a zero-dimensional continuant fiat boundary is a fiat point whose location is defined in relation to some material entity. (axiom label in BFO2 Reference: [031-001])@en
INFO	lowercase_definition	DRON:00000001	IAO:0000115	the role of a material entity to prevent, diagnose, treat, or study disease and/or its effects@en
INFO	lowercase_definition	DRON:00000005	IAO:0000115	a material entity (1) containing at least one scattered molecular aggregate as part that is the bearer of an active ingredient role and (2) that is itself the bearer of a clinical drug role@en
INFO	lowercase_definition	DRON:00000017	IAO:0000115	a portion of cream that is the bearer of a clinical drug role@en
INFO	lowercase_definition	DRON:00000018	IAO:0000115	a portion of lotion that is the bearer of a drug role@en
INFO	lowercase_definition	DRON:00000020	IAO:0000115	a portion of solution that is the bearer of a clinical drug role@en
INFO	lowercase_definition	DRON:00000021	IAO:0000115	a portion of suspension that is the bearer of a clinical drug role@en
INFO	lowercase_definition	DRON:00000022	IAO:0000115	a solid object typically of discoid, spheroid, or elliptic-cylindrical shape or approximations thereof, that bears a clinical drug role.@en
INFO	lowercase_definition	DRON:00000026	IAO:0000115	an object that is the bearer of a drug role and is comprised of a solid shell of elliptical-cylindrical shape and another object contained in the shell that has a scattered molecular aggregate as a proper part@en
INFO	lowercase_definition	EUPATH:0000025	IAO:0000115	number of rooms in a dwelling that are used for sleeping.
INFO	lowercase_definition	EUPATH:0000045	IAO:0000115	a malaria characterized by serious organ failures or abnormalities including cerebral malaria, severe anemia, generalized convulsions, hypoglycemia, respiratory distress, fluid and electrolyte disturbances, acute renal failure, ARDS, circulatory collapse, abnormal bleeding, and jaundice.
INFO	lowercase_definition	EUPATH:0000051	IAO:0000115	a human being who bears a participant under investigation role@en
INFO	lowercase_definition	EUPATH:0000097	IAO:0000115	elevated temperature or subjective fever
INFO	lowercase_definition	EUPATH:0000101	IAO:0000115	a febrile quality of an abnormally high temperature
INFO	lowercase_definition	EUPATH:0000104	IAO:0000115	an organism that is the bearer of a partipant under investigation role@en
INFO	lowercase_definition	EUPATH:0000112	IAO:0000115	definition shown on EuPathDB website
INFO	lowercase_definition	EUPATH:0000254	IAO:0000115	drinking water that is obtained from a publicly accessible water well without a constructed barrier built around it to limit movement of waste or runoff into it
INFO	lowercase_definition	EUPATH:0000255	IAO:0000115	drinking water that is obtained from a water well with a constructed barrier built around it to limit movement of waste or runoff into the well and the well is located in the yard of a dwelling
INFO	lowercase_definition	EUPATH:0000256	IAO:0000115	drinking water accessed through a plumbing fixture located inside a human dwelling@en
INFO	lowercase_definition	EUPATH:0000257	IAO:0000115	drinking water obtained through a plumbing fixture located in the yard of a human dwelling
INFO	lowercase_definition	EUPATH:0000261	IAO:0000115	drinking water that is obtained from a freshwater spring without a constructed barrier built around it that would limit movement of waste or runoff into it
INFO	lowercase_definition	EUPATH:0000276	IAO:0000115	half life datum (t 1/2) for cleaning parasite
INFO	lowercase_definition	EUPATH:0000277	IAO:0000115	a rate measurement datum that represents the number of parasite organisms removed from the bearer of a host role by means of the biological processes of the bearer of the host role@en
INFO	lowercase_definition	EUPATH:0000278	IAO:0000115	a time measurement datum that is the result of measuring the time it takes for the biological processes of the bearer of a host role to remove parasite organisms within it, until such time as the organisms cannot be detected@en
INFO	lowercase_definition	EUPATH:0000290	IAO:0000115	a time measurement datum that represents the beginning of the first process in which a parasitemia is realized@en
INFO	lowercase_definition	EUPATH:0000291	IAO:0000115	an information content entity that describes the success, failure, or indeterminacy of a treatment@en
INFO	lowercase_definition	EUPATH:0000302	IAO:0000115	an information content entity that is about a process in which a human being occupying a dwelling participates. It either specifies the bearer of the function that is realized in the process, or it specifies that the process does not occur in the dwelling or its yard.@en
INFO	lowercase_definition	EUPATH:0000303	IAO:0000115	a information content entity that is about a part of a dwelling@en
INFO	lowercase_definition	EUPATH:0000304	IAO:0000115	an information content entity that is about a household and is an estimator of capabilities of household members to participate in processes that maintain their health, social status, and economic freedom@en
INFO	lowercase_definition	EUPATH:0000305	IAO:0000115	a data item that is about an investigation and is the specified output of a data transformation that has only clinical visit data as input@en
INFO	lowercase_definition	EUPATH:0000306	IAO:0000115	a genotype information that is about the genetic material of a human being@en
INFO	lowercase_definition	EUPATH:0000307	IAO:0000115	an information content entity that is about a part of a study design execution that is part of an investigation under which a human being is a participant@en
INFO	lowercase_definition	EUPATH:0000308	IAO:0000115	an information content entity that is about a part of a health care encounter that occurs in a hospital facility@en
INFO	lowercase_definition	EUPATH:0000309	IAO:0000115	an information content entity that is about a sign or symptom of a patient@en
INFO	lowercase_definition	EUPATH:0000310	IAO:0000115	an information content entity that is about a clinical visit@en
INFO	lowercase_definition	EUPATH:0000311	IAO:0000115	an information content entity that specifies whether a clinical visit is scheduled or unscheduled@en
INFO	lowercase_definition	EUPATH:0000312	IAO:0000115	an entomological data item that results from either (a) counting insect collections from multiple catches of live specimens or (b) an averaging data transformation that has single catch entomological measurement data as input@en
INFO	lowercase_definition	EUPATH:0000313	IAO:0000115	an entomological data item that is the specified output of an assay that has a collection of insect specimens as specified input; this collection is the specified output of exactly one catch of live specimens
INFO	lowercase_definition	EUPATH:0000314	IAO:0000115	a clinical visit that realizes the concretization of a protocol specifying the time of the visit
INFO	lowercase_definition	EUPATH:0000315	IAO:0000115	a clinical visit that occurs at a time that is not mentioned in a protocol that directs the time of the visit
INFO	lowercase_definition	EUPATH:0000316	IAO:0000115	an information content entity that is about a malaria diagnosis and describes the severity of the disease or the basis for the diagnosis
INFO	lowercase_definition	EUPATH:0000318	IAO:0000115	an information content entity that is about a participant under investigation and specifies the hospital admitting the participant@en
INFO	lowercase_definition	EUPATH:0000319	IAO:0000115	a time measurement datum that is about a human being who bears a patient role and specifies the date of the patient's admission to a hospital@en
INFO	lowercase_definition	EUPATH:0000320	IAO:0000115	a time measurement datum that is about a human being who bears a patient role and specifies the date of the patient's discharge from a hospital@en
INFO	lowercase_definition	EUPATH:0000322	IAO:0000115	an information content entity that is about a collection of Anopheles funestus@en
INFO	lowercase_definition	EUPATH:0000323	IAO:0000115	an information content entity that is about a collection of Anopheles gambiae sensu lato@en
INFO	lowercase_definition	EUPATH:0000324	IAO:0000115	an information content entity that is about a number of mosquitos that have given birth@en
INFO	lowercase_definition	EUPATH:0000325	IAO:0000115	an entomological data item that is the specified output of an analyte assay to determine whether a sporozoite is present in any insect in a collection of insects@en
INFO	lowercase_definition	EUPATH:0000326	IAO:0000115	a data item that is the specified output of a data transformation that has only sporozoite testing information as input@en
INFO	lowercase_definition	EUPATH:0000327	IAO:0000115	a data item that is about a collection of insects
INFO	lowercase_definition	EUPATH:0000372	IAO:0000115	"\""A malaria medication that is given when first-line medication doesn't work, or stops working.\"""
INFO	lowercase_definition	EUPATH:0000374	IAO:0000115	a categorical value specification that is about a human being and specifies whether that human being is joined to another human being in marriage@en
INFO	lowercase_definition	EUPATH:0000375	IAO:0000115	a categorical value specification that specifies whether a human being plans to change within two years the dwelling which that human being occupies@en
INFO	lowercase_definition	EUPATH:0000377	IAO:0000115	a time measurement datum that represents the time a human being resides in a human dwelling@en
INFO	lowercase_definition	EUPATH:0000379	IAO:0000115	a count of the number of instances of a site, within a human dwelling and its yard, to which any resident of the dwelling has access@en
INFO	lowercase_definition	EUPATH:0000380	IAO:0000115	a scalar measurement datum that has the square meter as its measurement label and is the result of a measurement of area that is covered by a roof@en
INFO	lowercase_definition	EUPATH:0000383	IAO:0000115	a categorical value specification that is about a dwelling and specifies whether (a) it is owned by an occupant of the dwelling or (b) a rental agreement exists such that an occupant has an obligation to pay rent to someone who does not occupy the dwelling@en
INFO	lowercase_definition	EUPATH:0000386	IAO:0000115	an information content entity that is about a geographic location in which part of a journey occurs
INFO	lowercase_definition	EUPATH:0000388	IAO:0000115	an information content entity that is about a patient diagnosed with malaria and describes geographic locations the patient visited@en
INFO	lowercase_definition	EUPATH:0000390	IAO:0000115	a time measurement datum that is about a human dwelling and specifies the most recent date on which the dwelling was fumigated, i.e. filled with pesticide@en
INFO	lowercase_definition	EUPATH:0000391	IAO:0000115	an information content entity that specifies the organization that administers insecticide to a collection of bed nets@en
INFO	lowercase_definition	EUPATH:0000393	IAO:0000115	an information content entity that is about a human participant under investigation and specifies whether the person is present for a scheduled clinical visit
INFO	lowercase_definition	EUPATH:0000395	IAO:0000115	a count of the number of instances of a domesticated animal that is raised in an agricultural setting to produce labor and commodities@en
INFO	lowercase_definition	EUPATH:0000396	IAO:0000115	a count of the number of instances of a domesticated animal that is kept for pleasure rather than utility@en
INFO	lowercase_definition	EUPATH:0000398	IAO:0000115	a count of the number of instances of a bed net to which insecticide was applied in the past six months@en
INFO	lowercase_definition	EUPATH:0000399	IAO:0000115	a count of the number of instances of a bed net to which insecticide was applied before the previous six months@en
INFO	lowercase_definition	EUPATH:0000400	IAO:0000115	a count of the number of instances of bed net to which long last insecticide is administered@en
INFO	lowercase_definition	EUPATH:0000401	IAO:0000115	a count of the number of instances of a bed net to which insecticide has not been applied@en
INFO	lowercase_definition	EUPATH:0000405	IAO:0000115	an organization that administrates a medical care center that provides healthcare services on an outpatient basis
INFO	lowercase_definition	EUPATH:0000409	IAO:0000115	a categorical value specification that specifies whether a patient complies with a dose specification that specifies the dose of malaria medication to self-administer@en
INFO	lowercase_definition	EUPATH:0000410	IAO:0000115	an information content entity that specifies whether a participant under investigation self-administered antimalarial drugs in the past 2 weeks@en
INFO	lowercase_definition	EUPATH:0000411	IAO:0000115	an information content entity that is about a human participant under investigation that has a disease and specifies the disease@en
INFO	lowercase_definition	EUPATH:0000412	IAO:0000115	an information content entity that is about a human participant under investigation and specifies whether the participant has a disease@en
INFO	lowercase_definition	EUPATH:0000413	IAO:0000115	a categorical value specification that is about a health care provider role that is realized in a treatment to alleviate symptoms of a fever. It either specifies whether this role is borne by a hospital or clinic, private practice, or the patient, or it specifies that this information is missing.@en
INFO	lowercase_definition	EUPATH:0000417	IAO:0000115	an information content entity that specifies whether a human being is manifesting a disease@en
INFO	lowercase_definition	EUPATH:0000418	IAO:0000115	"\""An information content entity is about who are indoor residents, such as only human, or human and animals.\"""
INFO	lowercase_definition	EUPATH:0000419	IAO:0000115	a measurement datum that approximates the temporal interval between applications of larvicide at the same site@en
INFO	lowercase_definition	EUPATH:0000420	IAO:0000115	an information content entity that specifies any locations in which a diagnostic process has occurred in the past twelve months that resulted in a diagnosis of malaria
INFO	lowercase_definition	EUPATH:0000421	IAO:0000115	a count of the number of instances of a parasite in a life cycle stage in which reproduction is asexual
INFO	lowercase_definition	EUPATH:0000425	IAO:0000115	an information content entity that is part of a diagnosis of malaria, resulting from a diagnostic process that occurred within the past year, and specifies the species of the infectious agent causing the malaria@en
INFO	lowercase_definition	EUPATH:0000440	IAO:0000115	"\""An information content entity about a person's resident status, permanent or temporary.\"""
INFO	lowercase_definition	EUPATH:0000455	IAO:0000115	a data item that is about a sequencing assay and is the ratio of the count of mapped reads to the total count of reads
INFO	lowercase_definition	EUPATH:0000530	IAO:0000115	a site in which a global positioning system receiver produces a data item specifying the location of the site@en
INFO	lowercase_definition	EUPATH:0000543	IAO:0000115	a research organization that is located in an area where malaria is endemic and is one of many centers established by the National institute of Allergy and Infectious Diseases with the following aims: to design and conduct multidisciplinary research on the epidemiology, transmission, and pathogenesis of malaria in its specific region, to design and conduct special projects to capitalize on new opportunities and emerging public health needs, and to build clinical research capacity and improve malaria control and prevention@en
INFO	lowercase_definition	EUPATH:0000546	IAO:0000115	gametocyte density by microscope that is the output of an assay that realizes a measurand role that inheres in Plasmodium falciparum@en
INFO	lowercase_definition	EUPATH:0000547	IAO:0000115	gametocyte density by microscope that is the output of an assay that realizes a measurand role that inheres in Plasmodium vivax@en
INFO	lowercase_definition	EUPATH:0000549	IAO:0000115	parasite density by PCR that is the output of an assay that realizes a measurand role that inheres in Plasmodium vivax@en
INFO	lowercase_definition	EUPATH:0000550	IAO:0000115	parasite density by microscope that is the output of an assay that realizes a measurand role that inheres in Plasmodium falciparum@en
INFO	lowercase_definition	EUPATH:0000551	IAO:0000115	parasite density by microscope that is the output of an assay that realizes a measurand role that inheres in Plasmodium vivax@en
INFO	lowercase_definition	EUPATH:0000552	IAO:0000115	parasite density by PCR that is the output of an assay that realizes a measurand role that inheres in Plasmodium falciparum@en
INFO	lowercase_definition	EUPATH:0000575	IAO:0000115	a data item that is about some virulence and is the count of infectious agents that kill half of a collection of human beings infected with the agents@en
INFO	lowercase_definition	EUPATH:0000576	IAO:0000115	a data item that is about some virulence and is the proportion of the number of human beings with a disease (caused by the bearer of the virulence) that die of the disease@en
INFO	lowercase_definition	EUPATH:0000581	IAO:0000115	a health care encounter in which a health care provider assists a mother in the birth of a child@en
INFO	lowercase_definition	EUPATH:0000584	IAO:0000115	main source of nutrition for a child
INFO	lowercase_definition	EUPATH:0000585	IAO:0000115	main source of nutrition for a child for each month
INFO	lowercase_definition	EUPATH:0000588	IAO:0000115	household information that specifies whether the household relocated during its time under investigation@en
INFO	lowercase_definition	EUPATH:0000589	IAO:0000115	an information content entity that is about the bearer of a host role@en
INFO	lowercase_definition	EUPATH:0000590	IAO:0000115	the diet of an animal that is the bearer of a host role@en
INFO	lowercase_definition	EUPATH:0000592	IAO:0000115	a categorical value specification that is about a collection of bee larvae and specifies whether tetracycline was administered to the larvae@en
INFO	lowercase_definition	EUPATH:0000593	IAO:0000115	mass measurement datum is about a host that measured at specimen collection process
INFO	lowercase_definition	EUPATH:0000595	IAO:0000115	a count that is about a dwelling and is also the result of counting the instances of a child that occupies the dwelling@en
INFO	lowercase_definition	EUPATH:0000597	IAO:0000115	a ratio that is about a dwelling, is expressed as a percent, has a count of adult occupants of the dwelling as the numerator, and has a count of all occupants of the dwelling as the denominator@en
INFO	lowercase_definition	EUPATH:0000598	IAO:0000115	a ratio that is about a dwelling, is expressed as a percent, has a count of male occupants of the dwelling as the numerator, and has a count of all occupants of the dwelling as the denominator@en
INFO	lowercase_definition	EUPATH:0000599	IAO:0000115	a categorical value specification that specifies whether a mother received an antimicrobial agent@en
INFO	lowercase_definition	EUPATH:0000600	IAO:0000115	an information content entity that is about an antimicrobial agent given to a mother and specifies the agent by chemical compound@en
INFO	lowercase_definition	EUPATH:0000601	IAO:0000115	an information content entity that specifies the trimester of a pregnancy for which a mother receives an antimicrobial agent@en
INFO	lowercase_definition	EUPATH:0000603	IAO:0000115	a protocol that, when concretized, is realized in an assay that uses chemical or biological means to infer the sequence of a biomaterial
INFO	lowercase_definition	EUPATH:0000605	IAO:0000115	an information content entity that is about an investigation and has as parts only the most significant information content entities that result from the investigation@en
INFO	lowercase_definition	EUPATH:0000606	IAO:0000115	a symbol that denotes the bearer of a participant under investigation role
INFO	lowercase_definition	EUPATH:0000607	IAO:0000115	an information content entity that is about weight loss occurring in a three-month period@en
INFO	lowercase_definition	EUPATH:0000608	IAO:0000115	a protocol such that, if it is concretized and its concretization is realized, its concretization is realized in a planned process that has as its objective collecting a specimen
INFO	lowercase_definition	EUPATH:0000609	IAO:0000115	an information content entity about the bearer of a specimen role@en
INFO	lowercase_definition	EUPATH:0000610	IAO:0000115	symptom or sign information that results from an examination of either the skin of the patient or a process in which the skin participates@en
INFO	lowercase_definition	EUPATH:0000611	IAO:0000115	an information content entity that is about a specimen collection process@en
INFO	lowercase_definition	EUPATH:0000612	IAO:0000115	an information content entity that specifies whether an animal is also human@en
INFO	lowercase_definition	EUPATH:0000613	IAO:0000115	a specimen collection time measurement datum that is the measure of a time when specimens are collected after an infection starts
INFO	lowercase_definition	EUPATH:0000614	IAO:0000115	skin symptom or sign information that is about the thickness of the ear of the patient@en
INFO	lowercase_definition	EUPATH:0000615	IAO:0000115	skin symptom or sign information that specifies the rate at which water passes through the epidermis of the patient into the air@en
