s,type,label
http://purl.obolibrary.org/obo/EUPATH_0000230,http://purl.obolibrary.org/obo/IAO_0000030,record of using neighbours' toilet
http://purl.obolibrary.org/obo/EUPATH_0000230,http://www.w3.org/2002/07/owl#NamedIndividual,record of using neighbours' toilet
http://purl.obolibrary.org/obo/EUPATH_0000231,http://purl.obolibrary.org/obo/EUPATH_0000219,time of screening during initial enrollment
http://purl.obolibrary.org/obo/EUPATH_0000231,http://www.w3.org/2002/07/owl#NamedIndividual,time of screening during initial enrollment
http://purl.obolibrary.org/obo/EUPATH_0000232,http://purl.obolibrary.org/obo/EUPATH_0000219,time of screenng after initial enrollment
http://purl.obolibrary.org/obo/EUPATH_0000232,http://www.w3.org/2002/07/owl#NamedIndividual,time of screenng after initial enrollment
http://purl.obolibrary.org/obo/EUPATH_0000233,http://purl.obolibrary.org/obo/EUPATH_0000208,unknown withdrawal reason
http://purl.obolibrary.org/obo/EUPATH_0000233,http://www.w3.org/2002/07/owl#NamedIndividual,unknown withdrawal reason
http://purl.obolibrary.org/obo/EUPATH_0000234,http://purl.obolibrary.org/obo/EUPATH_0000208,withdrew due to death
http://purl.obolibrary.org/obo/EUPATH_0000234,http://www.w3.org/2002/07/owl#NamedIndividual,withdrew due to death
http://purl.obolibrary.org/obo/EUPATH_0000235,http://purl.obolibrary.org/obo/EUPATH_0000208,inability to comply with protocol
http://purl.obolibrary.org/obo/EUPATH_0000235,http://www.w3.org/2002/07/owl#NamedIndividual,inability to comply with protocol
http://purl.obolibrary.org/obo/EUPATH_0000236,http://purl.obolibrary.org/obo/EUPATH_0000208,moved out of area
http://purl.obolibrary.org/obo/EUPATH_0000236,http://www.w3.org/2002/07/owl#NamedIndividual,moved out of area
http://purl.obolibrary.org/obo/EUPATH_0000237,http://purl.obolibrary.org/obo/EUPATH_0000208,reached 11 years of age
http://purl.obolibrary.org/obo/EUPATH_0000237,http://www.w3.org/2002/07/owl#NamedIndividual,reached 11 years of age
http://purl.obolibrary.org/obo/EUPATH_0000238,http://purl.obolibrary.org/obo/EUPATH_0000208,unable to be located for over 120 days
http://purl.obolibrary.org/obo/EUPATH_0000238,http://www.w3.org/2002/07/owl#NamedIndividual,unable to be located for over 120 days
http://purl.obolibrary.org/obo/EUPATH_0000239,http://purl.obolibrary.org/obo/EUPATH_0000208,withdrawal of all children under care
http://purl.obolibrary.org/obo/EUPATH_0000239,http://www.w3.org/2002/07/owl#NamedIndividual,withdrawal of all children under care
http://purl.obolibrary.org/obo/EUPATH_0000240,http://purl.obolibrary.org/obo/EUPATH_0000208,withdrawal of informed consent
http://purl.obolibrary.org/obo/EUPATH_0000240,http://www.w3.org/2002/07/owl#NamedIndividual,withdrawal of informed consent
http://purl.obolibrary.org/obo/EUPATH_0000241,http://purl.obolibrary.org/obo/EUPATH_0000147,unknown cause of death
http://purl.obolibrary.org/obo/EUPATH_0000241,http://www.w3.org/2002/07/owl#NamedIndividual,unknown cause of death
http://purl.obolibrary.org/obo/EUPATH_0000242,http://purl.obolibrary.org/obo/EUPATH_0000147,complications of HIV
http://purl.obolibrary.org/obo/EUPATH_0000242,http://www.w3.org/2002/07/owl#NamedIndividual,complications of HIV
http://purl.obolibrary.org/obo/EUPATH_0000243,http://purl.obolibrary.org/obo/EUPATH_0000147,diarrheal illness
http://purl.obolibrary.org/obo/EUPATH_0000243,http://www.w3.org/2002/07/owl#NamedIndividual,diarrheal illness
http://purl.obolibrary.org/obo/EUPATH_0000244,http://purl.obolibrary.org/obo/EUPATH_0000147,suicide
http://purl.obolibrary.org/obo/EUPATH_0000244,http://www.w3.org/2002/07/owl#NamedIndividual,suicide
http://purl.obolibrary.org/obo/EUPATH_0000245,http://purl.obolibrary.org/obo/EUPATH_0000188,Bwindi Hospital
http://purl.obolibrary.org/obo/EUPATH_0000245,http://www.w3.org/2002/07/owl#NamedIndividual,Bwindi Hospital
http://purl.obolibrary.org/obo/EUPATH_0000246,http://purl.obolibrary.org/obo/EUPATH_0000188,Jinja Hospital
http://purl.obolibrary.org/obo/EUPATH_0000246,http://www.w3.org/2002/07/owl#NamedIndividual,Jinja Hospital
http://purl.obolibrary.org/obo/EUPATH_0000247,http://purl.obolibrary.org/obo/EUPATH_0000188,Kauka Health Centre
http://purl.obolibrary.org/obo/EUPATH_0000247,http://www.w3.org/2002/07/owl#NamedIndividual,Kauka Health Centre
http://purl.obolibrary.org/obo/EUPATH_0000248,http://purl.obolibrary.org/obo/EUPATH_0000188,Kihihi Health Centre IV
http://purl.obolibrary.org/obo/EUPATH_0000248,http://www.w3.org/2002/07/owl#NamedIndividual,Kihihi Health Centre IV
http://purl.obolibrary.org/obo/EUPATH_0000249,http://purl.obolibrary.org/obo/EUPATH_0000188,Nagongera Health Centre IV
http://purl.obolibrary.org/obo/EUPATH_0000249,http://www.w3.org/2002/07/owl#NamedIndividual,Nagongera Health Centre IV
http://purl.obolibrary.org/obo/EUPATH_0000250,http://purl.obolibrary.org/obo/EUPATH_0000188,Tororo District Hospital
http://purl.obolibrary.org/obo/EUPATH_0000250,http://www.w3.org/2002/07/owl#NamedIndividual,Tororo District Hospital
http://purl.obolibrary.org/obo/EUPATH_0000251,http://purl.obolibrary.org/obo/IAO_0000030,record of unknown death location
http://purl.obolibrary.org/obo/EUPATH_0000251,http://www.w3.org/2002/07/owl#NamedIndividual,record of unknown death location
http://purl.obolibrary.org/obo/EUPATH_0000252,http://www.w3.org/2002/07/owl#Class,Muscle aches
http://purl.obolibrary.org/obo/EUPATH_0000253,http://www.w3.org/2002/07/owl#Class,solar light source
http://purl.obolibrary.org/obo/EUPATH_0000254,http://www.w3.org/2002/07/owl#Class,drinking water from open public well
http://purl.obolibrary.org/obo/EUPATH_0000255,http://www.w3.org/2002/07/owl#Class,drinking water from open well in yard
http://purl.obolibrary.org/obo/EUPATH_0000256,http://www.w3.org/2002/07/owl#Class,drinking water from pipe into dwelling
http://purl.obolibrary.org/obo/EUPATH_0000257,http://www.w3.org/2002/07/owl#Class,drinking water from pipe into yard
http://purl.obolibrary.org/obo/EUPATH_0000258,http://www.w3.org/2002/07/owl#Class,obsolete_drinking water from protected public well
http://purl.obolibrary.org/obo/EUPATH_0000259,http://www.w3.org/2002/07/owl#Class,obsolete_drinking water from freshwater spring
http://purl.obolibrary.org/obo/EUPATH_0000260,http://www.w3.org/2002/07/owl#Class,obsolete_drinking water from protected well in yard
http://purl.obolibrary.org/obo/EUPATH_0000261,http://www.w3.org/2002/07/owl#Class,drinking water from unprotected freshwater spring
http://purl.obolibrary.org/obo/EUPATH_0000262,http://www.w3.org/2002/07/owl#Class,obsolete_drinking water from water truck
http://purl.obolibrary.org/obo/EUPATH_0000263,http://www.w3.org/2002/07/owl#AnnotationProperty,Amazonia data dictionary label (es)
http://purl.obolibrary.org/obo/EUPATH_0000264,http://www.w3.org/2002/07/owl#AnnotationProperty,Amazonia preferred label (en)
http://purl.obolibrary.org/obo/EUPATH_0000265,http://www.w3.org/2002/07/owl#AnnotationProperty,Amazonia preferred label (es)
http://purl.obolibrary.org/obo/EUPATH_0000266,http://www.w3.org/2002/07/owl#AnnotationProperty,ontological label
http://purl.obolibrary.org/obo/EUPATH_0000267,http://www.w3.org/2002/07/owl#AnnotationProperty,PRISM data dictionary label (en)
http://purl.obolibrary.org/obo/EUPATH_0000268,http://www.w3.org/2002/07/owl#AnnotationProperty,PRISM preferred label (en)
http://purl.obolibrary.org/obo/EUPATH_0000269,http://www.w3.org/2002/07/owl#AnnotationProperty,Amazonia description
http://purl.obolibrary.org/obo/EUPATH_0000270,http://www.w3.org/2002/07/owl#AnnotationProperty,PRISM description
http://purl.obolibrary.org/obo/EUPATH_0000271,http://www.w3.org/2002/07/owl#AnnotationProperty,term type
http://purl.obolibrary.org/obo/EUPATH_0000272,http://www.w3.org/2002/07/owl#AnnotationProperty,resource ID
http://purl.obolibrary.org/obo/EUPATH_0000273,http://www.w3.org/2002/07/owl#AnnotationProperty,ontological definition
http://purl.obolibrary.org/obo/EUPATH_0000274,http://www.w3.org/2002/07/owl#AnnotationProperty,display order
http://purl.obolibrary.org/obo/EUPATH_0000275,http://www.w3.org/2002/07/owl#Class,ATCC number
http://purl.obolibrary.org/obo/EUPATH_0000276,http://www.w3.org/2002/07/owl#Class,parasite clearance half life
http://purl.obolibrary.org/obo/EUPATH_0000277,http://www.w3.org/2002/07/owl#Class,parasite clearance rate
http://purl.obolibrary.org/obo/EUPATH_0000278,http://www.w3.org/2002/07/owl#Class,parasite clearance time
http://purl.obolibrary.org/obo/EUPATH_0000279,http://www.w3.org/2002/07/owl#Class,obsolete_symptomatic episode
http://purl.obolibrary.org/obo/EUPATH_0000280,http://www.w3.org/2002/07/owl#Class,obsolete_chloroquine resistant
http://purl.obolibrary.org/obo/EUPATH_0000281,http://www.w3.org/2002/07/owl#Class,obsolete_pyrimethamine and chloroquine resistant
http://purl.obolibrary.org/obo/EUPATH_0000282,http://www.w3.org/2002/07/owl#Class,"obsolete_pyrimethamine, mefloquine and chloroquine resistant"
http://purl.obolibrary.org/obo/EUPATH_0000283,http://www.w3.org/2002/07/owl#Class,"obsolete_pyrimethamine resistant, chloroquine sensitive"
http://purl.obolibrary.org/obo/EUPATH_0000284,http://www.w3.org/2002/07/owl#Class,obsolete_record of unknown information
http://purl.obolibrary.org/obo/EUPATH_0000285,http://www.w3.org/2002/07/owl#Class,"obsolete_pyrimethamine,chloroquine, and mefloquine resistant"
http://purl.obolibrary.org/obo/EUPATH_0000286,http://www.w3.org/2002/07/owl#Class,obsolete_sodium antimony gluconate resistant
http://purl.obolibrary.org/obo/EUPATH_0000287,http://www.w3.org/2002/07/owl#Class,obsolete_sodium antimony gluconate sensitive
http://purl.obolibrary.org/obo/EUPATH_0000288,http://www.w3.org/2002/07/owl#Class,obsolete_no malaria parasite infection diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000289,http://www.w3.org/2002/07/owl#Class,haplogroup
http://purl.obolibrary.org/obo/EUPATH_0000290,http://www.w3.org/2002/07/owl#Class,parasitemia start time
http://purl.obolibrary.org/obo/EUPATH_0000291,http://www.w3.org/2002/07/owl#Class,treatment outcome information
http://purl.obolibrary.org/obo/EUPATH_0000292,http://www.w3.org/2002/07/owl#Class,obsolete_early treatment failure
http://purl.obolibrary.org/obo/EUPATH_0000293,http://www.w3.org/2002/07/owl#Class,obsolete_late clinical failure
http://purl.obolibrary.org/obo/EUPATH_0000294,http://www.w3.org/2002/07/owl#Class,obsolete_late failure
http://purl.obolibrary.org/obo/EUPATH_0000295,http://www.w3.org/2002/07/owl#Class,obsolete_lost to follow-up
http://purl.obolibrary.org/obo/EUPATH_0000296,http://www.w3.org/2002/07/owl#Class,obsolete_late parasitological failure
http://purl.obolibrary.org/obo/EUPATH_0000297,http://www.w3.org/2002/07/owl#Class,obsolete_Late Treatment Failure
http://purl.obolibrary.org/obo/EUPATH_0000298,http://www.w3.org/2002/07/owl#Class,obsolete_unknown outcome
http://purl.obolibrary.org/obo/EUPATH_0000299,http://www.w3.org/2002/07/owl#Class,obsolete_have a subsequent P. vivax infection
http://purl.obolibrary.org/obo/EUPATH_0000300,http://www.w3.org/2002/07/owl#Class,obsolete_withdrew from the study
http://purl.obolibrary.org/obo/EUPATH_0000301,http://www.w3.org/2002/07/owl#Class,obsolete_summary information about a dwelling
http://purl.obolibrary.org/obo/EUPATH_0000302,http://www.w3.org/2002/07/owl#Class,information on dwelling facilities
http://purl.obolibrary.org/obo/EUPATH_0000303,http://www.w3.org/2002/07/owl#Class,information on dwelling physical characteristics
http://purl.obolibrary.org/obo/EUPATH_0000304,http://www.w3.org/2002/07/owl#Class,socioeconomic factor
http://purl.obolibrary.org/obo/EUPATH_0000305,http://www.w3.org/2002/07/owl#Class,aggregated clinical visit information
http://purl.obolibrary.org/obo/EUPATH_0000306,http://www.w3.org/2002/07/owl#Class,human genotype information
http://purl.obolibrary.org/obo/EUPATH_0000307,http://www.w3.org/2002/07/owl#Class,information on participant study details
http://purl.obolibrary.org/obo/EUPATH_0000308,http://www.w3.org/2002/07/owl#Class,hospitalization information
http://purl.obolibrary.org/obo/EUPATH_0000309,http://www.w3.org/2002/07/owl#Class,symptom or sign information
http://purl.obolibrary.org/obo/EUPATH_0000310,http://www.w3.org/2002/07/owl#Class,information on observation details
http://purl.obolibrary.org/obo/EUPATH_0000311,http://www.w3.org/2002/07/owl#Class,clinical visit type information
http://purl.obolibrary.org/obo/EUPATH_0000312,http://www.w3.org/2002/07/owl#Class,aggregated entomological data item
http://purl.obolibrary.org/obo/EUPATH_0000313,http://www.w3.org/2002/07/owl#Class,single catch entomological measurement datum
http://purl.obolibrary.org/obo/EUPATH_0000314,http://www.w3.org/2002/07/owl#Class,scheduled clinical visit
http://purl.obolibrary.org/obo/EUPATH_0000315,http://www.w3.org/2002/07/owl#Class,unscheduled clinical visit
http://purl.obolibrary.org/obo/EUPATH_0000316,http://www.w3.org/2002/07/owl#Class,malaria severity and basis information
http://purl.obolibrary.org/obo/EUPATH_0000317,http://www.w3.org/2002/07/owl#Class,diagnosis of disease other than malaria
http://purl.obolibrary.org/obo/EUPATH_0000318,http://www.w3.org/2002/07/owl#Class,hospital admission information
http://purl.obolibrary.org/obo/EUPATH_0000319,http://www.w3.org/2002/07/owl#Class,date of hospital admission
http://purl.obolibrary.org/obo/EUPATH_0000320,http://www.w3.org/2002/07/owl#Class,date of hospital discharge
http://purl.obolibrary.org/obo/EUPATH_0000321,http://www.w3.org/2002/07/owl#Class,diagnosis at discharge
http://purl.obolibrary.org/obo/EUPATH_0000322,http://www.w3.org/2002/07/owl#Class,Anopheles funestus related information
http://purl.obolibrary.org/obo/EUPATH_0000323,http://www.w3.org/2002/07/owl#Class,Anopheles gambiae sensu lato related information
http://purl.obolibrary.org/obo/EUPATH_0000324,http://www.w3.org/2002/07/owl#Class,mosquito parity information
http://purl.obolibrary.org/obo/EUPATH_0000325,http://www.w3.org/2002/07/owl#Class,sporozoite testing information
http://purl.obolibrary.org/obo/EUPATH_0000326,http://www.w3.org/2002/07/owl#Class,aggregated sporozoite testing information
http://purl.obolibrary.org/obo/EUPATH_0000327,http://www.w3.org/2002/07/owl#Class,entomological data item
http://purl.obolibrary.org/obo/EUPATH_0000328,http://www.w3.org/2002/07/owl#Class,obsolete_clinical visit information
http://purl.obolibrary.org/obo/EUPATH_0000329,http://www.w3.org/2002/07/owl#AnnotationProperty,Indian data dictionary label (en)
http://purl.obolibrary.org/obo/EUPATH_0000330,http://www.w3.org/2002/07/owl#AnnotationProperty,Indian preferred label (en)
http://purl.obolibrary.org/obo/EUPATH_0000331,http://www.w3.org/2002/07/owl#AnnotationProperty,Indian description
http://purl.obolibrary.org/obo/EUPATH_0000332,http://www.w3.org/2002/07/owl#AnnotationProperty,Amazonia data dictionary label (en)
http://purl.obolibrary.org/obo/EUPATH_0000333,http://www.w3.org/2002/07/owl#Class,easting coordinate measurement datum
http://purl.obolibrary.org/obo/EUPATH_0000334,http://www.w3.org/2002/07/owl#Class,northing coordinate measurement datum
http://purl.obolibrary.org/obo/EUPATH_0000335,http://www.w3.org/2002/07/owl#Class,human waste disposal in a household
http://purl.obolibrary.org/obo/EUPATH_0000336,http://www.w3.org/2002/07/owl#Class,number of non-scheduled visits
http://purl.obolibrary.org/obo/EUPATH_0000337,http://www.w3.org/2002/07/owl#Class,number of scheduled visits
http://purl.obolibrary.org/obo/EUPATH_0000338,http://www.w3.org/2002/07/owl#Class,malaria diagnosis and parasite status information
http://purl.obolibrary.org/obo/EUPATH_0000339,http://www.w3.org/2002/07/owl#Class,dwelling animal information
http://purl.obolibrary.org/obo/EUPATH_0000340,http://www.w3.org/2002/07/owl#Class,human traveling information
http://purl.obolibrary.org/obo/EUPATH_0000341,http://www.w3.org/2002/07/owl#Class,vector control intervention information
http://purl.obolibrary.org/obo/EUPATH_0000342,http://www.w3.org/2002/07/owl#Class,employment information
http://purl.obolibrary.org/obo/EUPATH_0000343,http://www.w3.org/2002/07/owl#Class,domesticated animal in a human dwelling
http://purl.obolibrary.org/obo/EUPATH_0000344,http://www.w3.org/2002/07/owl#Class,information of when bed net last treated
http://purl.obolibrary.org/obo/EUPATH_0000345,http://www.w3.org/2002/07/owl#Class,educational level information
http://purl.obolibrary.org/obo/EUPATH_0000346,http://www.w3.org/2002/07/owl#Class,number of infections with P. vivax in lifetime
http://purl.obolibrary.org/obo/EUPATH_0000347,http://www.w3.org/2002/07/owl#Class,number of infections with P. vivax in the last year
http://purl.obolibrary.org/obo/EUPATH_0000348,http://www.w3.org/2002/07/owl#Class,number of infections with P. falciparum in lifetime
http://purl.obolibrary.org/obo/EUPATH_0000349,http://www.w3.org/2002/07/owl#Class,number of infections with P. falciparum in the last year
http://purl.obolibrary.org/obo/EUPATH_0000350,http://www.w3.org/2002/07/owl#Class,number of days per week at primary job
http://purl.obolibrary.org/obo/EUPATH_0000351,http://www.w3.org/2002/07/owl#Class,number of days per week at secondary job
http://purl.obolibrary.org/obo/EUPATH_0000352,http://www.w3.org/2002/07/owl#Class,job role
http://purl.obolibrary.org/obo/EUPATH_0000353,http://www.w3.org/2002/07/owl#Class,economic activity
http://purl.obolibrary.org/obo/EUPATH_0000354,http://www.w3.org/2002/07/owl#Class,primary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000355,http://www.w3.org/2002/07/owl#Class,secondary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000356,http://www.w3.org/2002/07/owl#Class,primary economic activity description
http://purl.obolibrary.org/obo/EUPATH_0000357,http://www.w3.org/2002/07/owl#Class,secondary economic activity description
http://purl.obolibrary.org/obo/EUPATH_0000358,http://www.w3.org/2002/07/owl#Class,secondary economic activity in last month
http://purl.obolibrary.org/obo/EUPATH_0000359,http://www.w3.org/2002/07/owl#Class,occupation
http://purl.obolibrary.org/obo/EUPATH_0000360,http://www.w3.org/2002/07/owl#Class,primary economic activity pay period
http://purl.obolibrary.org/obo/EUPATH_0000361,http://www.w3.org/2002/07/owl#Class,secondary economic activity  pay period
http://purl.obolibrary.org/obo/EUPATH_0000362,http://www.w3.org/2002/07/owl#Class,information of received payment from primary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000363,http://www.w3.org/2002/07/owl#Class,information of received payment from secondary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000364,http://www.w3.org/2002/07/owl#Class,salary of primary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000365,http://www.w3.org/2002/07/owl#Class,salary of secondary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000366,http://www.w3.org/2002/07/owl#Class,number of hours per day at primary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000367,http://www.w3.org/2002/07/owl#Class,number of hours per day at secondary economic activity
http://purl.obolibrary.org/obo/EUPATH_0000368,http://www.w3.org/2002/07/owl#Class,garbage disposal
http://purl.obolibrary.org/obo/EUPATH_0000369,http://www.w3.org/2002/07/owl#Class,community name
http://purl.obolibrary.org/obo/EUPATH_0000370,http://www.w3.org/2002/07/owl#Class,study location name
http://purl.obolibrary.org/obo/EUPATH_0000371,http://www.w3.org/2002/07/owl#Class,first line malaria medication
http://purl.obolibrary.org/obo/EUPATH_0000372,http://www.w3.org/2002/07/owl#Class,second line malaria medication
http://purl.obolibrary.org/obo/EUPATH_0000373,http://www.w3.org/2002/07/owl#Class,obsolete_information of whether malaria medication is given
http://purl.obolibrary.org/obo/EUPATH_0000374,http://www.w3.org/2002/07/owl#Class,marital status
http://purl.obolibrary.org/obo/EUPATH_0000375,http://www.w3.org/2002/07/owl#Class,information of whether a person plans to move
http://purl.obolibrary.org/obo/EUPATH_0000376,http://www.w3.org/2002/07/owl#Class,relationship to head of Family
http://purl.obolibrary.org/obo/EUPATH_0000377,http://www.w3.org/2002/07/owl#Class,years of living in the dwelling
http://purl.obolibrary.org/obo/EUPATH_0000378,http://www.w3.org/2002/07/owl#Class,years of living in the community
http://purl.obolibrary.org/obo/EUPATH_0000379,http://www.w3.org/2002/07/owl#Class,number of common areas in a dwelling
http://purl.obolibrary.org/obo/EUPATH_0000380,http://www.w3.org/2002/07/owl#Class,covered area measured in square meter
http://purl.obolibrary.org/obo/EUPATH_0000381,http://www.w3.org/2002/07/owl#Class,information of kitchen location
http://purl.obolibrary.org/obo/EUPATH_0000382,http://www.w3.org/2002/07/owl#Class,total area measured in square meter
http://purl.obolibrary.org/obo/EUPATH_0000383,http://www.w3.org/2002/07/owl#Class,information on whether occupant owns or pays rent on dwelling
http://purl.obolibrary.org/obo/EUPATH_0000384,http://www.w3.org/2002/07/owl#Class,obsolete_days of travel
http://purl.obolibrary.org/obo/EUPATH_0000385,http://www.w3.org/2002/07/owl#Class,obsolete_information of whether ship is taken during a trip
http://purl.obolibrary.org/obo/EUPATH_0000386,http://www.w3.org/2002/07/owl#Class,information of place visited during a trip
http://purl.obolibrary.org/obo/EUPATH_0000387,http://www.w3.org/2002/07/owl#Class,information of travel in the last month
http://purl.obolibrary.org/obo/EUPATH_0000388,http://www.w3.org/2002/07/owl#Class,information about travel before malaria
http://purl.obolibrary.org/obo/EUPATH_0000389,http://www.w3.org/2002/07/owl#Class,bed net material
http://purl.obolibrary.org/obo/EUPATH_0000390,http://www.w3.org/2002/07/owl#Class,date of last fumigation
http://purl.obolibrary.org/obo/EUPATH_0000391,http://www.w3.org/2002/07/owl#Class,information of organization responsible for treating bed nets
http://purl.obolibrary.org/obo/EUPATH_0000392,http://www.w3.org/2002/07/owl#Class,information of contact with malaria
http://purl.obolibrary.org/obo/EUPATH_0000393,http://www.w3.org/2002/07/owl#Class,information of participant status at visit
http://purl.obolibrary.org/obo/EUPATH_0000394,http://www.w3.org/2002/07/owl#Class,obsolete_information of whether address has changed
http://purl.obolibrary.org/obo/EUPATH_0000395,http://www.w3.org/2002/07/owl#Class,number of livestock
http://purl.obolibrary.org/obo/EUPATH_0000396,http://www.w3.org/2002/07/owl#Class,number of pets
http://purl.obolibrary.org/obo/EUPATH_0000397,http://www.w3.org/2002/07/owl#Class,obsolete_bed net treatment information
http://purl.obolibrary.org/obo/EUPATH_0000398,http://www.w3.org/2002/07/owl#Class,number of insecticide-treated bed nets treated less than 6 months ago
http://purl.obolibrary.org/obo/EUPATH_0000399,http://www.w3.org/2002/07/owl#Class,number of insecticide-treated bed nets treated more than 6 months ago
http://purl.obolibrary.org/obo/EUPATH_0000400,http://www.w3.org/2002/07/owl#Class,number of long last insecticide-treated bed nets
http://purl.obolibrary.org/obo/EUPATH_0000401,http://www.w3.org/2002/07/owl#Class,number of untreated bed net
http://purl.obolibrary.org/obo/EUPATH_0000402,http://www.w3.org/2002/07/owl#Class,obsolete_blood pressure measurement datum
http://purl.obolibrary.org/obo/EUPATH_0000403,http://www.w3.org/2002/07/owl#Class,proximity to case dwelling datum
http://purl.obolibrary.org/obo/EUPATH_0000404,http://www.w3.org/2002/07/owl#Class,obsolete_information of whether a census form filled at enrollment
http://purl.obolibrary.org/obo/EUPATH_0000405,http://www.w3.org/2002/07/owl#Class,obsolete_clinic organization
http://purl.obolibrary.org/obo/EUPATH_0000406,http://www.w3.org/2002/07/owl#Class,clinic location
http://purl.obolibrary.org/obo/EUPATH_0000407,http://www.w3.org/2002/07/owl#Class,district of India name
http://purl.obolibrary.org/obo/EUPATH_0000408,http://www.w3.org/2002/07/owl#Class,division number
http://purl.obolibrary.org/obo/EUPATH_0000409,http://www.w3.org/2002/07/owl#Class,information on whether antimalarial drugs taken as advised
http://purl.obolibrary.org/obo/EUPATH_0000410,http://www.w3.org/2002/07/owl#Class,information of whether took antimalarial drugs in last 2 weeks
http://purl.obolibrary.org/obo/EUPATH_0000411,http://www.w3.org/2002/07/owl#Class,information of existing illness
http://purl.obolibrary.org/obo/EUPATH_0000412,http://www.w3.org/2002/07/owl#Class,information of whether having an existing illness
http://purl.obolibrary.org/obo/EUPATH_0000413,http://www.w3.org/2002/07/owl#Class,treatment provider information
http://purl.obolibrary.org/obo/EUPATH_0000414,http://www.w3.org/2002/07/owl#Class,duration of being febrile
http://purl.obolibrary.org/obo/EUPATH_0000415,http://www.w3.org/2002/07/owl#Class,obsolete_information of whether a person is family head
http://purl.obolibrary.org/obo/EUPATH_0000416,http://www.w3.org/2002/07/owl#Class,obsolete_hospital registration number
http://purl.obolibrary.org/obo/EUPATH_0000417,http://www.w3.org/2002/07/owl#Class,information of whether a person is sick now
http://purl.obolibrary.org/obo/EUPATH_0000418,http://www.w3.org/2002/07/owl#Class,indoor residents information
http://purl.obolibrary.org/obo/EUPATH_0000419,http://www.w3.org/2002/07/owl#Class,frequency of larvicide in use
http://purl.obolibrary.org/obo/EUPATH_0000420,http://www.w3.org/2002/07/owl#Class,information of where malaria diagnosed in last 12 months
http://purl.obolibrary.org/obo/EUPATH_0000421,http://www.w3.org/2002/07/owl#Class,number of asexual parasite
http://purl.obolibrary.org/obo/EUPATH_0000422,http://www.w3.org/2002/07/owl#Class,obsolete_number of sexual parasite
http://purl.obolibrary.org/obo/EUPATH_0000423,http://www.w3.org/2002/07/owl#Class,parasite species information
http://purl.obolibrary.org/obo/EUPATH_0000424,http://www.w3.org/2002/07/owl#Class,birth country name
http://purl.obolibrary.org/obo/EUPATH_0000425,http://www.w3.org/2002/07/owl#Class,information of malaria parasite infection diagnosis past year
http://purl.obolibrary.org/obo/EUPATH_0000426,http://www.w3.org/2002/07/owl#Class,number of malaria diagnosis past year
http://purl.obolibrary.org/obo/EUPATH_0000427,http://www.w3.org/2002/07/owl#Class,number of months since malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000428,http://www.w3.org/2002/07/owl#Class,information of whether antimalarial drug treated last year
http://purl.obolibrary.org/obo/EUPATH_0000429,http://www.w3.org/2002/07/owl#Class,antimalarial drug used date
http://purl.obolibrary.org/obo/EUPATH_0000430,http://www.w3.org/2002/07/owl#Class,information of antimalarial drug used last year
http://purl.obolibrary.org/obo/EUPATH_0000431,http://www.w3.org/2002/07/owl#Class,information of who treated malaria last year
http://purl.obolibrary.org/obo/EUPATH_0000432,http://www.w3.org/2002/07/owl#Class,specimen used for DNA PCR
http://purl.obolibrary.org/obo/EUPATH_0000433,http://www.w3.org/2002/07/owl#Class,parasite species identification by PCR assay
http://purl.obolibrary.org/obo/EUPATH_0000434,http://www.w3.org/2002/07/owl#Class,primary health center name
http://purl.obolibrary.org/obo/EUPATH_0000435,http://www.w3.org/2002/07/owl#Class,poverty line
http://purl.obolibrary.org/obo/EUPATH_0000436,http://www.w3.org/2002/07/owl#Class,no illness information
http://purl.obolibrary.org/obo/EUPATH_0000437,http://www.w3.org/2002/07/owl#Class,falcivax rapid diagnostic test
http://purl.obolibrary.org/obo/EUPATH_0000438,http://www.w3.org/2002/07/owl#Class,optimal-IT rapid diagnostic test
http://purl.obolibrary.org/obo/EUPATH_0000439,http://www.w3.org/2002/07/owl#Class,personal mosquito repellent
http://purl.obolibrary.org/obo/EUPATH_0000440,http://www.w3.org/2002/07/owl#Class,resident status information
http://purl.obolibrary.org/obo/EUPATH_0000441,http://www.w3.org/2002/07/owl#Class,information of mosquito repellent sprayed in last 12 months
http://purl.obolibrary.org/obo/EUPATH_0000442,http://www.w3.org/2002/07/owl#Class,state name of birth
http://purl.obolibrary.org/obo/EUPATH_0000443,http://www.w3.org/2002/07/owl#Class,take fever suppressant information
http://purl.obolibrary.org/obo/EUPATH_0000444,http://www.w3.org/2002/07/owl#Class,taluk name
http://purl.obolibrary.org/obo/EUPATH_0000445,http://www.w3.org/2002/07/owl#Class,visited country name
http://purl.obolibrary.org/obo/EUPATH_0000446,http://www.w3.org/2002/07/owl#Class,visited district name
http://purl.obolibrary.org/obo/EUPATH_0000447,http://www.w3.org/2002/07/owl#Class,visited state name
