ID,LABEL,SubClass Of [NAMED],alternative term,definition,definition source,term editor,term tracker item,term replaced by,ontology term requester,editor note,deprecated,sourced by VectorBase ID,Source,SubClass Of [ANON],Equivalent Class,OBO ontologies?,JZ comment,JJ comment
EUPATH:0015402,presence of Ascaris lumbricoides by qPCR,presence of organism in specimen,"Ascaris lumbricoides, Real Time PCR",a categorical measurement datum that specifies whether Ascaris lumbricoides was detected by a real time polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'real time polymerase chain reaction assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Ascaris lumbricoides'))),,,,
EUPATH:0000540,presence of asexual parasite by PCR,presence of organism in specimen,,A categorical measurement datum that indicates whether asexual parasite were present in a specimen using PCR.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0010611,presence of Astrovirus by ELISA,presence of organism in specimen,"Astrovirus, by ELISA",a categorical measurement datum that specifies whether Astrovirus was detected by an enzyme-linked immunosorbent assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015329,presence of Astrovirus Y by RT-PCR,presence of organism in specimen,"Astrovirus, by RT-PCR",a categorical measurement datum that specifies whether Astrovirus was detected by a reverse transcription polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010875,presence of bacteria,presence of organism in specimen,"Any bacteria, by any method",a categorical measurement datum that specifies whether the objective of an assay to detect bacteria was achieved,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023004,presence of bacteria by microscopy,presence of organism in specimen,"Bacteria, microscopy",a categorical measurement datum that specifies whether a bacterium was detected by a microscopy assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010623,presence of Balantidium coli in feces by microscopy assay,presence of organism in specimen,"Balantidium coli, by microscopy",a categorical measurement datum that specifies whether Balantioides coil was detected in feces by a microscopy assay,VEuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010998,presence of Campylobacter by differential medium assay,presence of organism in specimen,"Campylobacter, by bacteriology",a categorical measurement datum that specifies whether Campylobacter was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Campylobacter))),,,,
EUPATH:0010999,presence of Campylobacter by ELISA,presence of organism in specimen,"Campylobacter, by ELISA",a categorical measurement datum that specifies whether Campylobacter was detected by an enzyme-linked immunosorbent assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'enzyme-linked immunosorbent assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Campylobacter))),,,,
EUPATH:0015315,presence of Campylobacter coli by differential medium assay,presence of organism in specimen,"Campylobacter coli, by bacteriology",a categorical measurement datum that specifies whether Campylobacter coli was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Campylobacter coli'))),,,,
EUPATH:0015316,presence of Campylobacter jejuni by differential medium assay,presence of organism in specimen,"Campylobacter jejuni, by bacteriology",a categorical measurement datum that specifies whether Campylobacter jejuni was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Campylobacter jejuni'))),,,,
EUPATH:0010643,presence of Chilomastix mesnili in feces by microscopy assay,presence of organism in specimen,"Chilomastix mesnili, by microscopy",a categorical measurement datum that specifies whether Chilomastix mesnili was detected in feces by a microscopy assay,VEuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0011000,presence of Cryptosporidium by ELISA,presence of organism in specimen,"Cryptosporidium, by ELISA",a categorical measurement datum that specifies whether Cryptosporidium was detected by an enzyme-linked immunosorbent assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'enzyme-linked immunosorbent assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Cryptosporidium))),,,,
EUPATH:0011001,presence of Cryptosporidium by modified acid stain microscopy,presence of organism in specimen,"Cryptosporidium, by modified acid stain microscopy result",a categorical measurement datum that specifies whether Cryptosporidium was detected by the modified acid fast staining method,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010651,presence of Cyclospora by microscopy,presence of organism in specimen,"Cyclospora, by microscopy",a categorical measurement datum that specifies whether Cyclospora was detected in feces by microscopy,VEuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Cyclospora))),,,,
EUPATH:0010703,presence of Endolimax nana by microscopy,presence of organism in specimen,"Endolimax nana, by microscopy",a categorical measurement datum that specifies whether Endolimax nana was detected by microsopy,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Endolimax nana'))),,,,
EUPATH:0010754,presence of Entamoeba coli by microscopy,presence of organism in specimen,"Entamoeba coli, by microscopy",a categorical measurement datum that specifies whether Entamoeba coli was detected by microscopy,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Entamoeba coli'))),,,,
EUPATH:0010695,presence of Entamoeba histolytica by ELISA,presence of organism in specimen,"Entamoeba histolytica, by ELISA",a categorical measurement datum that specifies whether Entamoeba histolytica was detected in feces by an enzyme-linked immunosorbent assay,VEuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'enzyme-linked immunosorbent assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Entamoeba histolytica'))),,,,
EUPATH:0010715,presence of Enterobius vermicularis by microscopy,presence of organism in specimen,"Enterobius vermicularis, by microscopy",a categorical measurement datum that specifies whether Enterobius vermicularis was detected by microsopy,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Enterobius vermicularis'))),,,,
EUPATH:0010630,presence of Escherichia coli by differential medium assay,presence of organism in specimen,"Escherichia coli, by bacteriology",a categorical measurement datum that specifies whether Escherichia coli was detected by differential medium assay,VEuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Escherichia coli'))),,,,
EUPATH:0000519,presence of gametocyte,presence of organism in specimen,,A categorical measurement datum that indicates whether gametocyte were present in a specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0011003,presence of Giardia by ELISA,presence of organism in specimen,"Giardia, by ELISA",a categorical measurement datum that specifies whether Giardia was detected by an enzyme-linked immunosorbent assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'enzyme-linked immunosorbent assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Giardia))),,,,
EUPATH:0015429,presence of Helicobacter pylori by immunoassay,presence of organism in specimen,"Helicobacter pylori, Immunoassay",a categorical measurement datum that specifies whether Helicobacter pylori was detected by immunoassay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Helicobacter pylori')))|is_specified_output_of some immunoassay,,,,
EUPATH:0010726,presence of Hymenolepis diminuta by microscopy,presence of organism in specimen,"Hymenolepis diminuta, by microscopy",a categorical measurement datum that specifies whether Hymenolepis diminuta was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Hymenolepis diminuta'))),,,,
EUPATH:0010730,presence of Hymenolepis nana by microscopy,presence of organism in specimen,"Hymenolepis nana, by microscopy",a categorical measurement datum that specifies whether Hymenolepis nana was detected by microscopy,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Rodentolepis nana'))),,,,
EUPATH:0010738,presence of Iodamoeba butschlii by microscopy,presence of organism in specimen,"Iodamoeba butschlii, by microscopy",a categorical measurement datum that specifies whether Iodamoeba butschlii was detected by microscopy,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay',,,,
EUPATH:0011005,presence of Isospora by microscopy,presence of organism in specimen,"Isospora, by microscopy",a categorical measurement datum that specifies whether Isospora was detected by a microscopy assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Isospora))),,,,
EUPATH:0015437,presence of Necator americanus by qPCR,presence of organism in specimen,"Necator americanus, Real Time PCR",a categorical measurement datum that specifies whether Necator americanus was detected by a real time polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'real time polymerase chain reaction assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Necator americanus'))),,,,
EUPATH:0015299,presence of non-jejuni non-coli Campylobacter by differential medium assay,presence of organism in specimen,"Campylobacter (non-jejuni or coli), by bacteriology",a categorical measurement datum that specifies whether a species of Campylobacter other than Campylobacter jejuni or Campylobacter coli was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010767,presence of Norovirus by RT-PCR,presence of organism in specimen,"Norovirus, by RT-PCR",a categorical measurement datum that specifies whether Norovirus was detected by a reverse transcription polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'reverse transcription polymerase chain reaction assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Norovirus))),,,,
EUPATH:0010771,presence of Norovirus GI by RT-PCR,presence of organism in specimen,"Norovirus GI, by RT-PCR",a categorical measurement datum that specifies whether Norovirus GI was detected by a reverse transcription polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'reverse transcription polymerase chain reaction assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Norovirus GI'))),,,,
EUPATH:0010775,presence of Norovirus GII by RT-PCR,presence of organism in specimen,"Norovirus GII, by RT-PCR",a categorical measurement datum that specifies whether Norovirus GII was detected by a reverse transcription polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'reverse transcription polymerase chain reaction assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Norovirus GII'))),,,,
EUPATH:0000523,presence of parasite,presence of organism in specimen,,A categorical measurement datum that indicates whether parasite were present in a specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0010889,presence of pathogen,presence of organism in specimen,"Any pathogen, by any method",a categorical measurement datum that specifies whether the objective of an assay to detect a pathogen organism was achieved,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023032,presence of Plasmodium by thick smear microscopy assay,presence of organism in specimen,"Parasite species, microscopy - thick smear",A categorical measurement datum that specifies whether Plasmodium was detected by a microscopy assay that has as part a thick smear technique,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0023033,presence of Plasmodium by thin smear microscopy assay,presence of organism in specimen,"Parasite species, microscopy - thin smear",A categorical measurement datum that specifies whether Plasmodium was detected by a microscopy assay that has as part a thin smear technique,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0021028,presence of Plasmodium falciparum by microscopy,presence of organism in specimen,"(Plasmodium species, by microscopy) Plasmodium falciparum",a data item that is the specified output of a microscopy assay that has a sample of blood as specified input and indicates that the sample contains Plasmodium falciparum,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021030,presence of Plasmodium malariae by microscopy,presence of organism in specimen,"(Plasmodium species, by microscopy) Plasmodium malariae",a data item that is the specified output of a microscopy assay that has a sample of blood as specified input and indicates that the sample contains Plasmodium malariae,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021029,presence of Plasmodium vivax by microscopy,presence of organism in specimen,"(Plasmodium species, by microscopy) Plasmodium vivax",a data item that is the specified output of a microscopy assay that has a sample of blood as specified input and indicates that the sample contains Plasmodium vivax,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010789,presence of Plesiomonas shigelloides by differential medium assay,presence of organism in specimen,"Plesiomonas shigelloides, by bacteriology",a categorical measurement datum that specifies whether Plesiomonas shigelloides was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Plesiomonas shigelloides'))),,,,
EUPATH:0010793,presence of Rotavirus by ELISA,presence of organism in specimen,"Rotavirus, by ELISA",a categorical measurement datum that specifies whether Rotavirus detected by an enzyme-linked immunosorbent assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'enzyme-linked immunosorbent assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Rotavirus))),,,,
EUPATH:0010797,presence of Salmonella in feces by differential medium assay,presence of organism in specimen,"Salmonella, by bacteriology",a categorical measurement datum that specifies whether Salmonella was detected in feces by a differential medium assay,VEuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015295,presence of Salmonella non-typhi by differential medium assay,presence of organism in specimen,"Salmonella non-typhi, by bacteriology",a categorical measurement datum that specifies whether a Salmonella serotype other than typhi was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Salmonella))),,,,
EUPATH:0015294,presence of Salmonella typhi by differential medium assay,presence of organism in specimen,"Salmonella typhi, by bacteriology",a categorical measurement datum that specifies whether Salmonella typhi was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015296,presence of Sapovirus by RT-PCR,presence of organism in specimen,"Sapovirus, by RT-PCR",a categorical measurement datum that specifies whether Sapovirus was detected by a reverse transcription polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'reverse transcription polymerase chain reaction assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Sapovirus))),,,,
EUPATH:0010801,presence of Schistosoma by microscopy,presence of organism in specimen,"Schistosoma, by microscopy",a categorical measurement datum that specifies whether Schistosoma was detected by microscopy,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Schistosoma))),,,,
EUPATH:0015320,presence of Shigella boydii by differential medium assay,presence of organism in specimen,"Shigella boydii, by bacteriology",a categorical measurement datum that specifies whether Shigella boydii was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella boydii'))),,,,
EUPATH:0010805,presence of Shigella by differential medium assay,presence of organism in specimen,"Shigella, by bacteriology",a categorical measurement datum that specifies whether Shigella was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Shigella))),,,,
EUPATH:0015441,presence of Shigella dysenteria serotype 1 by differential medium assay,presence of organism in specimen,"Shigella dysenteriae serotype 1, by bacteriology",a categorical measurement datum that specifies whether Shigella dysenteriae serotype 1 was detected by differential medium assay,VEuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0015321,presence of Shigella dysenteriae by differential medium assay,presence of organism in specimen,"Shigella dysenteriae, by bacteriology",a categorical measurement datum that specifies whether Shigella dysenteriae was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella dysenteriae'))),,,,
EUPATH:0015443,presence of Shigella flexneri 1a by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 1A, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 1a was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 1a'))),,,,
EUPATH:0015444,presence of Shigella flexneri 1b by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 1B, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 1b was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 1b'))),,,,
EUPATH:0015445,presence of Shigella flexneri 2a by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 2A, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 2a was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 2a'))),,,,
EUPATH:0015446,presence of Shigella flexneri 2b by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 2B, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 2b was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 2b'))),,,,
EUPATH:0015447,presence of Shigella flexneri 3a by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 3A, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 3a was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 3a'))),,,,
EUPATH:0015448,presence of Shigella flexneri 3b by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 3B, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 3b was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 3b'))),,,,
EUPATH:0015449,presence of Shigella flexneri 3c by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 3C, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 3c was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015324,presence of Shigella flexneri 4a by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 4A, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 4a was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 4a'))),,,,
EUPATH:0015301,presence of Shigella flexneri 4b by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 4B, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 4b was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015325,presence of Shigella flexneri 4c by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 4C, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 4c was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015326,presence of Shigella flexneri 5a by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 5A, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 5a was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri 5a'))),,,,
EUPATH:0015302,presence of Shigella flexneri 5b by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 5B, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 5b was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015303,presence of Shigella flexneri 6 by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 6, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 6 was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015442,presence of Shigella flexneri 7 by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 7, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 7 was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015450,presence of Shigella flexneri 7a by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype 7A, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype 7a was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015319,presence of Shigella flexneri by differential medium assay,presence of organism in specimen,"Shigella flexneri, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri'))),,,,
EUPATH:0015327,presence of Shigella flexneri X by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype X, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype X was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri X variant'))),,,,
EUPATH:0015328,presence of Shigella flexneri Y by differential medium assay,presence of organism in specimen,"Shigella flexneri serotype Y, by bacteriology",a categorical measurement datum that specifies whether Shigella flexneri serotype Y was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella flexneri Y'))),,,,
EUPATH:0015323,presence of Shigella sonnei by differential medium assay,presence of organism in specimen,"Shigella sonnei, by bacteriology",a categorical measurement datum that specifies whether Shigella sonnei was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Shigella sonnei'))),,,,
EUPATH:0010809,presence of Strongyloides stercoralis by microscopy,presence of organism in specimen,"Strongyloides stercoralis, by microscopy",a categorical measurement datum that specifies whether Strongyloides stercoralis was detected by a microscopy assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Strongyloides stercoralis'))),,,,
EUPATH:0015456,presence of Strongyloides stercoralis by qPCR,presence of organism in specimen,"Strongyloides stercoralis, by qPCR",a categorical measurement datum that specifies whether Strongyloides stercoralis was detected by a real time polymerase chain reaction assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'real time polymerase chain reaction assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Strongyloides stercoralis'))),,,,
EUPATH:0010821,presence of Taenia by microscopy,presence of organism in specimen,"Taenia, by microscopy",a categorical measurement datum that specifies whether Taenia was detected by a microscopy assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Taenia))),,,,
EUPATH:0010615,presence of Trichuris trichiura by microscopy,presence of organism in specimen,"Trichuris trichiura, by microscopy",a categorical measurement datum that specifies whether Trichuris trichiura was detected in feces by an enzyme-linked immunosorbent assay,VEuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Trichuris trichiura'))),,,,
EUPATH:0010825,presence of Vibrio by differential medium assay,presence of organism in specimen,"Vibrio, by bacteriology",a categorical measurement datum that specifies whether Vibrio was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some Vibrio))),,,,
EUPATH:0015306,presence of Vibrio cholerae by differential medium assay,presence of organism in specimen,"Vibrio cholerae, by bacteriology",a categorical measurement datum that specifies whether Vibrio cholerae was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Vibrio cholerae'))),,,,
EUPATH:0015291,presence of Vibrio cholerae Inaba by differential medium assay,presence of organism in specimen,"Vibrio cholerae O1, serotype Inaba, by bacteriology",a categorical measurement datum that specifies whether the Vibrio cholerae Inaba serotype was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015309,presence of Vibrio cholerae non-(O1 or O139) in feces by differential medium assay,presence of organism in specimen,"Vibrio cholerae non-O1/O139, by bacteriology",a categorical measurement datum that specifies whether a Vibrio serogroup other than O1 or O139 was detected in feces by differential medium assay,VEuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015290,presence of Vibrio cholerae O1 by differential medium assay,presence of organism in specimen,"Vibrio cholerae O1, by bacteriology",a categorical measurement datum that specifies whether Vibrio cholerae O1 was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Vibrio cholerae O1'))),,,,
EUPATH:0015461,presence of Vibrio cholerae O1 El Tor by differential medium assay,presence of organism in specimen,"Vibrio cholerae O1 El Tor, by bacteriology",a categorical measurement datum that specifies whether Vibrio cholerae O1 biovar El Tor was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015293,presence of Vibrio cholerae O139 by differential medium assay,presence of organism in specimen,"Vibrio cholerae O139, by bacteriology",a categorical measurement datum that specifies whether Vibrio cholerae O139 was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015292,presence of Vibrio cholerae Ogawa by differential medium assay,presence of organism in specimen,"Vibrio cholerae O1, serotype Ogawa, by bacteriology",a categorical measurement datum that specifies whether the Vibrio cholerae Ogawa serotype was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015312,presence of Vibrio non-(cholerae or parahaemolyticus) in feces by differential medium assay,presence of organism in specimen,"Vibrio (other species), by bacteriology",a categorical measurement datum that specifies whether a species of Vibrio other than cholerae or parahaemolyticus was detected in feces by differential medium assay,VEuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0015322,presence of Vibrio parahaemolyticus by differential medium assay,presence of organism in specimen,"Vibrio parahaemolyticus, by bacteriology",a categorical measurement datum that specifies whether Vibrio parahaemolyticus was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'differential medium assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Vibrio parahaemolyticus'))),,,,
EUPATH:0010931,presence of virus,presence of organism in specimen,"Any virus, by any method",a categorical measurement datum that specifies whether an assay achieves its objective to detect a virus,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010829,presence of Yersinia enterocolitica by microscopy,presence of organism in specimen,"Yersinia enterocolitica, by bacteriology",a categorical measurement datum that specifies whether Yersinia enterocolitica was detected by differential medium assay,EuPathDB,John Judkins,,,,,,,,is_specified_output_of some 'microscopy assay'|is_specified_output_of some (realizes some ('measurand role' and ('role of' some 'Yersinia enterocolitica'))),,,,
EUPATH:0021048,no Plasmodium by blood sample PCR,presence of parasite,"(Plasmodium species, by qPCR) Negative","a presence of parasite that is the specified output of a parasite detection by PCR assay, has a blood specimen as specified input, and specifies that no Plasmodium was detected",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021059,no Plasmodium by optimal-IT,presence of parasite,"(Plasmodium species, by OptiMAL RDT) Negative",a presence of parasite that is the specified output of an optimal-IT rapid diagnostic test and specifies that no Plasmodium was detected,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021055,no presence of Plasmodium by falcivax,presence of parasite,"(Plasmodium species, by FalciVax RDT) Negative",a presence of parasite that is the specified output of a falcivax rapid diagnostic test and indicates that no Plasmodium was detected,EuPathDB,John Judkins,,,,,,,,,,,,
