Ontology ID	Label	VEuPathDB alternative label
http://purl.obolibrary.org/obo/EUPATH_0032271	presence of Alpha-Hemolytic Streptococcus in induced sputum	"Alpha-hemolytic Streptococcus (viridans), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032273	presence of bacteria in induced sputum by multiplex real time polymerase chain reaction assay	"Any noncontaminant bacteria, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032275	presence of Beta-Hemolytic Streptococcus in induced sputum	"Beta-hemolytic Streptococcus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032276	presence of Bordetella pertussis in induced sputum by multiplex real time polymerase chain reaction assay	"Bordetella pertussis, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032278	presence of Burkholderia cepacia in induced sputum	"Burkholderia cepacia, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032279	presence of Chlamydia pneumoniae in induced sputum by multiplex real time polymerase chain reaction assay	"Chlamydophila pneumoniae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032281	presence of Citrobacter braakii in induced sputum	"Citrobacter braakii, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032283	presence of Citrobacter freundii in induced sputum	"Citrobacter freundii, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032285	presence of Coagulase-Negative Staphylococcus in induced sputum	"Coagulase-negative Staphylococcus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032287	presence of Coliform bacilli in induced sputum	"Coliform bacilli, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032291	presence of Corynebacterium in induced sputum	"Corynebacterium, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032293	presence of Cronobacter sakazakii in induced sputum	"Cronobacter sakazakii (Enterobacter sakazakii), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032295	presence of Enterobacter asburiae in induced sputum	"Enterobacter asburiae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032297	presence of Enterobacter cloacae in induced sputum	"Enterobacter cloacae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032299	presence of Enterobacter in induced sputum	"Enterobacter, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032301	presence of Enterococcus faecalis in induced sputum	"Enterococcus faecalis, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032303	presence of Enterococcus in induced sputum	"Enterococcus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032305	presence of Escherichia coli in induced sputum	"Escherichia coli, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032307	presence of Haemophilus haemolyticus in induced sputum	"Haemophilus haemolyticus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032310	presence of Haemophilus influenzae serotype b in induced sputum	"Haemophilus influenzae type B, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032311	presence of Haemophilus influenzae serotype b in induced sputum by multiplex real time polymerase chain reaction assay	"Haemophilus influenzae type B, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032319	presence of Haemophilus influenzae in induced sputum	"Haemophilus influenzae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032320	presence of Haemophilus influenzae in induced sputum by multiplex real time polymerase chain reaction assay	"Haemophilus influenzae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032322	presence of Haemophilus parahaemolyticus in induced sputum	"Haemophilus parahaemolyticus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032323	presence of Haemophilus parahaemolyticus in induced sputum by multiplex real time polymerase chain reaction assay	"Haemophilus parahaemolyticus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032325	presence of Haemophilus parainfluenzae in induced sputum	"Haemophilus parainfluenzae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032327	presence of Haemophilus in induced sputum	"Haemophilus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032329	presence of Kingella in induced sputum	"Kingella, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032331	presence of Klebsiella aerogenes in induced sputum	"Klebsiella aerogenes (Enterobacter aerogenes), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032333	presence of Klebsiella oxytoca in induced sputum	"Klebsiella oxytoca, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032335	presence of Klebsiella pneumoniae in induced sputum	"Klebsiella pneumoniae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032337	presence of Klebsiella in induced sputum	"Klebsiella, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032338	presence of Legionella in induced sputum by multiplex real time polymerase chain reaction assay	"Legionella, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032340	presence of Mixed gram-negative rods in induced sputum	"Mixed gram-negative rods, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032342	presence of Moraxella catarrhalis in induced sputum	"Moraxella catarrhalis (Branhamella catarrhalis), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032343	presence of Moraxella catarrhalis in induced sputum by multiplex real time polymerase chain reaction assay	"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032345	presence of Moraxella nonliquefaciens in induced sputum	"Moraxella nonliquefaciens, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032347	presence of Moraxella in induced sputum	"Moraxella, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032348	presence of Mycoplasmoides pneumoniae in induced sputum by multiplex real time polymerase chain reaction assay	"Mycoplasma pneumoniae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032350	presence of Neisseria meningitidis in induced sputum	"Neisseria meningitidis, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032352	presence of Proteus mirabilis in induced sputum	"Proteus mirabilis, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032354	presence of Pseudomonas aeruginosa in induced sputum	"Pseudomonas aeruginosa, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032356	presence of Pseudomonas fluorescens in induced sputum	"Pseudomonas fluorescens, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032358	presence of Pseudomonas in induced sputum	"Pseudomonas, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032360	presence of Stutzerimonas stutzeri in induced sputum	"Pseudomonas stutzeri, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032362	presence of Salmonella in induced sputum	"Salmonella, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032363	presence of Salmonella in induced sputum by multiplex real time polymerase chain reaction assay	"Salmonella, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032365	presence of Salmonella enterica subsp. enterica serovar Typhi in induced sputum	"Salmonella typhi, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032367	presence of Serratia marcescens in induced sputum	"Serratia marcescens, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032369	presence of Serratia in induced sputum	"Serratia, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032371	presence of Staphylococcus aureus in induced sputum	"Staphylococcus aureus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032372	presence of Staphylococcus aureus in induced sputum by multiplex real time polymerase chain reaction assay	"Staphylococcus aureus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032374	presence of Staphylococcus epidermidis in induced sputum	"Staphylococcus epidermidis, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032376	presence of Stenotrophomonas maltophilia in induced sputum	"Stenotrophomonas maltophilia, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032378	presence of Streptococcus anginosus group in induced sputum	"Streptococcus anginosus group (Streptococcus milleri group), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032380	presence of Streptococcus group A in induced sputum	"Streptococcus group A (Streptococcus pyogenes), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032382	presence of Streptococcus group C in induced sputum	"Streptococcus group C, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032384	presence of Streptococcus group G in induced sputum	"Streptococcus group G, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032474	presence of Streptococcus pneumoniae in induced sputum	"Streptococcus pneumoniae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032475	presence of Streptococcus pneumoniae in induced sputum by multiplex real time polymerase chain reaction assay	"Streptococcus pneumoniae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032477	presence of Streptococcus in induced sputum	"Streptococcus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032484	presence of Pneumocystis jirovecii in induced sputum by multiplex real time polymerase chain reaction assay	"Pneumocystis jiroveci, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032485	Acinetobacter baumannii in induced sputum datum	"Acinetobacter baumannii, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032486	Acinetobacter calcoaceticus in induced sputum datum	"Acinetobacter calcoaceticus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032487	Acinetobacter in induced sputum datum	"Acinetobacter, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032488	Aeromonas hydrophila in induced sputum datum	"Aeromonas hydrophila, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032489	Aggregatibacter aphrophilus in induced sputum datum	"Agregattibacter aphrophilus (Haemophilus aphrophilus), by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032490	Alpha-Hemolytic Streptococcus in induced sputum datum	"Alpha-hemolytic Streptococcus (viridans), by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032491	Beta-Hemolytic Streptococcus in induced sputum datum	"Beta-hemolytic Streptococcus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032493	multiplex qPCR threshold cycle for Bordetella pertussis in induced sputum	"Bordetella pertussis, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032494	Burkholderia cepacia in induced sputum datum	"Burkholderia cepacia, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032497	Citrobacter braakii in induced sputum datum	"Citrobacter braakii, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032498	Citrobacter freundii in induced sputum datum	"Citrobacter freundii, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032499	Coagulase-Negative Staphylococcus in induced sputum datum	"Coagulase-negative Staphylococcus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032500	Coliform Bacteria in induced sputum datum	"Coliform bacilli, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032502	Corynebacterium in induced sputum datum	"Corynebacterium, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032503	Cronobacter sakazakii in induced sputum datum	"Cronobacter sakazakii (Enterobacter sakazakii), by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032504	Enterobacter asburiae in induced sputum datum	"Enterobacter asburiae, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032505	Enterobacter cloacae in induced sputum datum	"Enterobacter cloacae, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032506	Enterobacter in induced sputum datum	"Enterobacter, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032507	Enterococcus in induced sputum datum	"Enterococcus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032508	Escherichia coli in induced sputum datum	"Escherichia coli, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032518	Haemophilus haemolyticus in induced sputum datum	"Haemophilus haemolyticus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032520	multiplex qPCR threshold cycle for Haemophilus influenzae in induced sputum	"Haemophilus influenzae, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032523	Haemophilus influenzae serotype b in induced sputum datum	"Haemophilus influenzae type B, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032524	Haemophilus influenzae in induced sputum datum	"Haemophilus influenzae, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032525	Haemophilus parahaemolyticus in induced sputum datum	"Haemophilus parahaemolyticus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032526	Haemophilus parainfluenzae in induced sputum datum	"Haemophilus parainfluenzae, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032527	Haemophilus in induced sputum datum	"Haemophilus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032528	Kingella in induced sputum datum	"Kingella, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032529	Klebsiella aerogenes in induced sputum datum	"Klebsiella aerogenes (Enterobacter aerogenes), by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032530	Klebsiella oxytoca in induced sputum datum	"Klebsiella oxytoca, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032531	Klebsiella pneumoniae in induced sputum datum	"Klebsiella pneumoniae, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032532	Klebsiella in induced sputum datum	"Klebsiella, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032534	multiplex qPCR threshold cycle for Legionella in induced sputum	"Legionella, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032537	multiplex qPCR threshold cycle for Moraxella catarrhalis in induced sputum	"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032538	Moraxella catarrhalis in induced sputum datum	"Moraxella catarrhalis (Branhamella catarrhalis), by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032539	Moraxella nonliquefaciens in induced sputum datum	"Moraxella nonliquefaciens, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032540	Moraxella in induced sputum datum	"Moraxella, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032542	multiplex qPCR threshold cycle for Mycoplasmoides pneumoniae in induced sputum	"Mycoplasma pneumoniae, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032543	Neisseria meningitidis in induced sputum datum	"Neisseria meningitidis, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032544	Proteus mirabilis in induced sputum datum	"Proteus mirabilis, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032545	Pseudomonas aeruginosa in induced sputum datum	"Pseudomonas aeruginosa, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032546	Pseudomonas fluorescens in induced sputum datum	"Pseudomonas fluorescens, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032547	Pseudomonas in induced sputum datum	"Pseudomonas, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032548	Stutzerimonas stutzeri in induced sputum datum	"Pseudomonas stutzeri, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032550	multiplex qPCR threshold cycle for Salmonella in induced sputum	"Salmonella, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032551	Salmonella in induced sputum datum	"Salmonella, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032552	Serratia marcescens in induced sputum datum	"Serratia marcescens, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032553	Serratia in induced sputum datum	"Serratia, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032555	multiplex qPCR threshold cycle for Staphylococcus aureus in induced sputum	"Staphylococcus aureus, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032556	Staphylococcus aureus in induced sputum datum	"Staphylococcus aureus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032557	Staphylococcus epidermidis in induced sputum datum	"Staphylococcus epidermidis, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032558	Stenotrophomonas maltophilia in induced sputum datum	"Stenotrophomonas maltophilia, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032559	Streptococcus anginosus group in induced sputum datum	"Streptococcus anginosus group (Streptococcus milleri group), by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032560	Streptococcus sp. group A in induced sputum datum	"Streptococcus group A (Streptococcus pyogenes), by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032561	Streptococcus sp. group C in induced sputum datum	"Streptococcus group C, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032562	Streptococcus sp. group G in induced sputum datum	"Streptococcus group G, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032564	multiplex qPCR threshold cycle for Streptococcus pneumoniae in induced sputum	"Streptococcus pneumoniae, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032565	Streptococcus pneumoniae in induced sputum datum	"Streptococcus pneumoniae, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032566	Streptococcus in induced sputum datum	"Streptococcus, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032571	multiplex qPCR threshold cycle for Pneumocystis jirovecii in induced sputum	"Pneumocystis jiroveci, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032574	multiplex qPCR threshold cycle for Adenoviridae in induced sputum	"Adenovirus, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032576	multiplex qPCR threshold cycle for Human coronavirus 229E in induced sputum	"Coronavirus 229, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032578	multiplex qPCR threshold cycle for Human coronavirus OC43 in induced sputum	"Coronavirus 43, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032580	multiplex qPCR threshold cycle for Human coronavirus NL63 in induced sputum	"Coronavirus 63, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032582	multiplex qPCR threshold cycle for Human coronavirus HKU1 in induced sputum	"Coronavirus HKU, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032584	multiplex qPCR threshold cycle for Cytomegalovirus in induced sputum	"Cytomegalovirus, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032586	multiplex qPCR threshold cycle for Human bocavirus in induced sputum	"Human bocavirus, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032588	multiplex qPCR threshold cycle for Human metapneumovirus in induced sputum	"Human metapneumovirus A/B, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032590	multiplex qPCR threshold cycle for Respiratory syncytial virus in induced sputum	"Human respiratory syncytial viruses A/B, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032592	multiplex qPCR threshold cycle for Influenza A virus in induced sputum	"Influenza A, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032594	multiplex qPCR threshold cycle for Influenza B virus in induced sputum	"Influenza B, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032596	multiplex qPCR threshold cycle for Influenza C virus in induced sputum	"Influenza C, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032598	multiplex qPCR threshold cycle for Human respirovirus 1 in induced sputum	"Parainfluenza 1, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032600	multiplex qPCR threshold cycle for Human orthorubulavirus 2 in induced sputum	"Parainfluenza 2, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032602	multiplex qPCR threshold cycle for Human respirovirus 3 in induced sputum	"Parainfluenza 3, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032604	multiplex qPCR threshold cycle for Human orthorubulavirus 4 in induced sputum	"Parainfluenza 4, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032606	multiplex qPCR threshold cycle for Enterovirus or Parechovirus in induced sputum	"Parechovirus/Enterovirus, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032608	multiplex qPCR threshold cycle for Rhinovirus in induced sputum	"Rhinovirus, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032609	presence of Adenoviridae in induced sputum by multiplex real time polymerase chain reaction assay	"Adenovirus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032611	presence of virus in induced sputum by multiplex real time polymerase chain reaction assay	"Any virus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032612	presence of human coronavirus 229E in induced sputum by multiplex real time polymerase chain reaction assay	"Coronavirus 229, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032613	presence of Human coronavirus OC43 in induced sputum by multiplex real time polymerase chain reaction assay	"Coronavirus 43, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032614	presence of Human coronavirus NL63 in induced sputum by multiplex real time polymerase chain reaction assay	"Coronavirus 63, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032615	presence of Human coronavirus HKU1 in induced sputum by multiplex real time polymerase chain reaction assay	"Coronavirus HKU, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032616	presence of Cytomegalovirus in induced sputum by multiplex real time polymerase chain reaction assay	"Cytomegalovirus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032617	presence of Human bocavirus in induced sputum by multiplex real time polymerase chain reaction assay	"Human bocavirus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032618	presence of Human metapneumovirus in induced sputum by multiplex real time polymerase chain reaction assay	"Human metapneumoviruses A/B, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032619	presence of Human orthopneumovirus in induced sputum by multiplex real time polymerase chain reaction assay	"Human respiratory syncytial viruses A/B, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032620	presence of Influenza A virus in induced sputum by multiplex real time polymerase chain reaction assay	"Influenza A, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032621	presence of Influenza B virus in induced sputum by multiplex real time polymerase chain reaction assay	"Influenza B, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032622	presence of Influenza C virus in induced sputum by multiplex real time polymerase chain reaction assay	"Influenza C, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032623	presence of Human respirovirus 1 in induced sputum by multiplex real time polymerase chain reaction assay	"Parainfluenza 1, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032624	presence of Human orthorubulavirus 2 in induced sputum by multiplex real time polymerase chain reaction assay	"Parainfluenza 2, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032625	presence of Human respirovirus 3 in induced sputum by multiplex real time polymerase chain reaction assay	"Parainfluenza 3, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032626	presence of Human orthorubulavirus 4 in induced sputum by multiplex real time polymerase chain reaction assay	"Parainfluenza 4, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032627	presence of Picornaviridae in induced sputum by multiplex real time polymerase chain reaction assay	"Parechovirus/Enterovirus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032628	presence of Rhinovirus in induced sputum by multiplex real time polymerase chain reaction assay	"Rhinovirus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032629	Streptococcus pneumoniae serotype 2 in induced sputum datum	"Streptococcus pneumoniae serotype 2, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0032634	presence of bacteria in lung by multiplex real time polymerase chain reaction assay	"Any noncontaminant bacteria, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032635	presence of Bordetella pertussis in lung by multiplex real time polymerase chain reaction assay	"Bordetella pertussis, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032636	presence of Chlamydia pneumoniae in lung by multiplex real time polymerase chain reaction assay	"Chlamydophila pneumoniae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032637	presence of Coagulase-Negative Staphylococcus in lung	"Coagulase-negative Staphylococcus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032638	presence of Haemophilus influenzae serotype b in lung by multiplex real time polymerase chain reaction assay	"Haemophilus influenzae type B, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032640	presence of Haemophilus influenzae in lung	"Haemophilus influenzae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032641	presence of Haemophilus influenzae in lung by multiplex real time polymerase chain reaction assay	"Haemophilus influenzae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032642	presence of Haemophilus parahaemolyticus in lung by multiplex real time polymerase chain reaction assay	"Haemophilus parahaemolyticus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032643	presence of Legionella in lung by multiplex real time polymerase chain reaction assay	"Legionella, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032644	presence of Moraxella catarrhalis in lung	"Moraxella catarrhalis (Branhamella catarrhalis), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032645	presence of Moraxella catarrhalis in lung by multiplex real time polymerase chain reaction assay	"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032646	presence of Mycoplasmoides pneumoniae in lung by multiplex real time polymerase chain reaction assay	"Mycoplasma pneumoniae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032647	presence of Salmonella in lung by multiplex real time polymerase chain reaction assay	"Salmonella, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032648	presence of Staphylococcus aureus in lung	"Staphylococcus aureus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032649	presence of Staphylococcus aureus in lung by multiplex real time polymerase chain reaction assay	"Staphylococcus aureus, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032655	presence of Streptococcus pneumoniae in lung	"Streptococcus pneumoniae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0032656	presence of Streptococcus pneumoniae in lung by multiplex real time polymerase chain reaction assay	"Streptococcus pneumoniae, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032657	presence of Pneumocystis jirovecii in lung by multiplex real time polymerase chain reaction assay	"Pneumocystis jiroveci, by multiplexed qPCR"
http://purl.obolibrary.org/obo/EUPATH_0032659	multiplex qPCR threshold cycle for Bordetella pertussis in lung	"Bordetella pertussis, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032661	multiplex qPCR threshold cycle for Chlamydia pneumoniae in lung	"Chlamydophila pneumoniae, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032663	multiplex qPCR threshold cycle for Haemophilus influenzae in lung	"Haemophilus influenzae, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032667	multiplex qPCR threshold cycle for Legionella in lung	"Legionella, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032669	multiplex qPCR threshold cycle for Moraxella catarrhalis in lung	"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032671	multiplex qPCR threshold cycle for Mycoplasmoides pneumoniae in lung	"Mycoplasma pneumoniae, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032673	multiplex qPCR threshold cycle for Salmonella in lung	"Salmonella, by multiplexed qPCR result"
http://purl.obolibrary.org/obo/EUPATH_0032675	multiplex qPCR threshold cycle for Staphylococcus aureus in lung	"Staphylococcus aureus, by multiplexed qPCR result"
