ID	LABEL	Type	contributor	example of usage	definition	editor note	term editor	alternative label	definition source	term tracker item	ontology term requester	comment	
EUPATH:0000638	diagnosis at hospital admission	Class			A diagnosis that is documented during the hospital admission process.		Person: John Judkins		VEuPathDB	https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/357			
EUPATH:0010393	diagnosis previous to two month follow-up	Class			"A diagnosis of a human participant under investigation, two months before the participant's follow-up visit."		Person: John Judkins		VEuPathDB				
EUPATH:0015130	diagnosis of diarrhea at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has diarrhea.		Person: John Judkins		VEuPathDB				
EUPATH:0015131	diagnosis of dysentery at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has dysentery.		Person: John Judkins		VEuPathDB				
EUPATH:0015132	diagnosis of pneumonia of lower repiratory tract disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has pneumonia or lower respiratory tract disease.		Person: John Judkins		VEuPathDB				
EUPATH:0015135	diagnosis of malaria at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has malaria.		Person: John Judkins		VEuPathDB				
EUPATH:0015136	diagnosis of nutritional deficiency disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has nutritional deficiency disease.		Person: John Judkins		VEuPathDB				
EUPATH:0015137	diagnosis of typhoid fever at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has typhoid fever.		Person: John Judkins		VEuPathDB				
EUPATH:0021163	diagnosis of chikungunya at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has chikungunya.		Person: John Judkins		VEuPathDB				
EUPATH:0021165	diagnosis of dengue disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has dengue disease.		Person: John Judkins		VEuPathDB				
EUPATH:0021169	diagnosis of gastrointestinal infection at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has a gastrointestinal infection.		Person: John Judkins		VEuPathDB				
EUPATH:0021177	diagnosis of leptospirosis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has leptospirosis.		Person: John Judkins		VEuPathDB				
EUPATH:0021221	diagnosis of scrub typhus at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has scrub typhus.		Person: John Judkins		VEuPathDB				
EUPATH:0021229	diagnosis of viral hepatitis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has viral hepatitis.		Person: John Judkins		VEuPathDB				
EUPATH:0033376	diagnosis of pneumonia at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has pneumonia.		Person: John Judkins		VEuPathDB				
EUPATH:0033377	diagnosis of bronchiolitis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has bronchiolitis.		Person: John Judkins		VEuPathDB				
EUPATH:0033379	diagnosis of lower respiratory tract disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has lower respiratory tract disease.		Person: John Judkins		VEuPathDB				
EUPATH:0033380	diagnosis of seizure at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has seizure.		Person: John Judkins		VEuPathDB				
EUPATH:0033381	diagnosis of chronic mucocutaneous candidiasis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has chronic mucocutaneous candidiasis.		Person: John Judkins		VEuPathDB				
EUPATH:0033382	diagnosis of anemia at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has anemia.		Person: John Judkins		VEuPathDB				
EUPATH:0033383	diagnosis of neonatal sepsis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has neonatal sepsis.		Person: John Judkins		VEuPathDB				
EUPATH:0033385	diagnosis of osteomyelitis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has osteomyelitis.		Person: John Judkins		VEuPathDB				
EUPATH:0033386	diagnosis of asthma at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has asthma.		Person: John Judkins		VEuPathDB				
EUPATH:0033387	diagnosis of otitis media at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has otitis media.		Person: John Judkins		VEuPathDB				
EUPATH:0033388	diagnosis of neonatal asphyxia at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has neonatal asphyxia.		Person: John Judkins		VEuPathDB				
EUPATH:0033389	diagnosis of pneumocystosis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has pneumocystosis.		Person: John Judkins		VEuPathDB				
EUPATH:0033390	diagnosis of cellulitis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has cellulitis.		Person: John Judkins		VEuPathDB				
EUPATH:0033391	diagnosis of pneumothorax at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has pneumothorax.		Person: John Judkins		VEuPathDB				
EUPATH:0033392	diagnosis of cerebral palsy at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has cerebral palsy.		Person: John Judkins		VEuPathDB				
EUPATH:0033394	diagnosis of congenital heart disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has congenital heart disease.		Person: John Judkins		VEuPathDB				
EUPATH:0033395	diagnosis of physical disorder at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has physical disorder.		Person: John Judkins		VEuPathDB				
EUPATH:0033398	diagnosis of protein-energy malnutrition at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has protein-energy malnutrition.		Person: John Judkins		VEuPathDB				
EUPATH:0033399	diagnosis of pleural empyema at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has pleural empyema.		Person: John Judkins		VEuPathDB				
EUPATH:0033400	diagnosis of pulmonary tuberculosis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has pulmonary tuberculosis.		Person: John Judkins		VEuPathDB				
EUPATH:0033401	diagnosis of epilepsy at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has epilepsy.		Person: John Judkins		VEuPathDB				
EUPATH:0033402	diagnosis of septic arthritis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has septic arthritis.		Person: John Judkins		VEuPathDB				
EUPATH:0033404	diagnosis of bacterial sepsis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has bacterial sepsis.		Person: John Judkins		VEuPathDB				
EUPATH:0033405	diagnosis of seizure precipitated by febrile infection at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has fever-induced seizures.		Person: John Judkins		VEuPathDB				
EUPATH:0033406	diagnosis of sickle cell anemia at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has sickle cell anemia.		Person: John Judkins		VEuPathDB				
EUPATH:0033407	diagnosis of gastroenteritis at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has gastroenteritis.		Person: John Judkins		VEuPathDB				
EUPATH:0033409	diagnosis of parasitic helminthiasis infectious disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has parasitic helminthiasis infectious disease.		Person: John Judkins		VEuPathDB				
EUPATH:0033411	diagnosis of human immunodeficiency virus infectious disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has human immunodeficiency virus infectious disease.		Person: John Judkins		VEuPathDB				
EUPATH:0033412	diagnosis of urinary system disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has urinary system disease.		Person: John Judkins		VEuPathDB				
EUPATH:0033413	diagnosis of immunosuppression at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has immunosuppression.		Person: John Judkins		VEuPathDB				
EUPATH:0033414	diagnosis of upper respiratory tract disease at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has upper respiratory tract disease.		Person: John Judkins		VEuPathDB				
EUPATH:0033415	diagnosis of pulmonary tuberculosis at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has pulmonary tuberculosis.		Person: John Judkins		VEuPathDB				
EUPATH:0033417	diagnosis of extrapulmonary tuberculosis at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has extrapulmonary tuberculosis.		Person: John Judkins		VEuPathDB				
EUPATH:0033418	diagnosis of severe anemia at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has severe anemia.		Person: John Judkins		VEuPathDB				
EUPATH:0033419	diagnosis of bronchiolitis or respiratory syncytial virus infectious disease at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has bronchiolitis or respiratory syncytial virus infectious disease at hospital admission.		Person: John Judkins		VEuPathDB				
EUPATH:0033421	diagnosis of asthma at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has asthma.		Person: John Judkins		VEuPathDB				
EUPATH:0033423	diagnosis of measles at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has measles.		Person: John Judkins		VEuPathDB				
EUPATH:0033424	diagnosis of bronchitis at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has bronchitis.		Person: John Judkins		VEuPathDB				
EUPATH:0033425	diagnosis of malaria at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has malaria.		Person: John Judkins		VEuPathDB				
EUPATH:0033426	diagnosis of global developmental delay or cerebral palsy at hospital admission	Class			A diagnosis at hospital admission that is an assertion that a patient has global developmental delay or cerebral palsy .		Person: John Judkins		VEuPathDB				
EUPATH:0033427	diagnosis of meningitis at hospital admission	Class			A diagnosis that is an assertion that a patient has meningitis.		Person: John Judkins		VEuPathDB				
EUPATH:0025044	diagnosis of diarrhea	Class			A diagnosis that is an assertion that a patient has diarrhea.		Person: John Judkins		VEuPathDB				
EUPATH:0025162	diagnosis of malaria	Class			A diagnosis that is an assertion that a patient has malaria.		Person: John Judkins		VEuPathDB				
EUPATH:0025045	diagnosis of pneumonia	Class			A diagnosis that is an assertion that a patient has pneumonia.		Person: John Judkins		VEuPathDB				
EUPATH:0025046	diagnosis of upper respiratory tract disease	Class			A diagnosis that is an assertion that a patient has upper respiratory tract disease.		Person: John Judkins		VEuPathDB				
EUPATH:0033384	diagnosis of anemic heart failure at patient discharge	Class			A diagnosis at patient discharge that is an assertion that a patient has anemia and heart failure.		Person: John Judkins		VEuPathDB				
EUPATH:0043067	Psorophora johnstonii	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043068	Psorophora mathesoni	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043069	Psorophora mexicana	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043070	Toxorhynchites rutilus rutilus	Class				This subspecies is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043071	Aedes atlanticus-tormentor morphological group	Class				"This taxonomic label is not in NCBITaxon, so this term is assigned a EUPATH ID."	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043072	Aedes fijiensis	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043073	Aedes hodgkini	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043074	Aedes hokkaidensis	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043075	Aedes idahoensis	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043078	Aedes mathesoni	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043079	Aedes mathesoni complex	Class				"This taxonomic label is not in NCBITaxon, so this term is assigned a EUPATH ID."	John Judkins ORCID:0000-0001-6595-0902		VBsp:0000997	https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043080	Aedes subdentatus	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043081	Aedes tricholabis	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043082	Aedes vexans arabiensis	Class				This subspecies is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043083	Aedes vexans sensu lato	Class				"This taxonomic label is not in NCBITaxon, so this term is assigned a EUPATH ID."	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043084	Aedes vexans vexans	Class				This subspecies is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043085	Aedes washinoi	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043087	Anopheles culicifacies AD subgroup	Class				"This taxonomic label is not in NCBITaxon, so this term is assigned a EUPATH ID."	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043088	Anopheles distinctus	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043089	Anopheles flavicosta	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043091	Anopheles georgianus	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043092	Anopheles listeri	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043093	Anopheles natalensis	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043094	Anopheles perplexens	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043095	Anopheles sinensis sensu lato	Class				"This taxonomic label is not in NCBITaxon, so this term is assigned a EUPATH ID."	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043096	Anopheles umbrosus	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043098	Culex chorleyi	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043099	Culex cinerellus	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043100	Culex cuyanus	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043102	Culex lineata	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043103	Culex peringueyi	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043105	Culex salisburiensis	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043107	Culex trifoliatus	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043111	Sergentomyia theodori	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043112	Uranotaenia hopkinsi	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043114	Wyeomyia haynei	Class				This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/105	PopBio		
EUPATH:0043247	Anopheles nuneztovari sensu lato	Class	Sarah Kelly			This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/442	PopBio		
EUPATH:0043254	Anaplasma phagocytophilum str. Ap-ha	Class	Sarah Kelly			This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/462	PopBio		
EUPATH:0043255	Anaplasma phagocytophilum str. Ap-v1	Class	Sarah Kelly			This species is not in NCBITaxon so is assigned a EUPATH ID.	John Judkins ORCID:0000-0001-6595-0902			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/462	PopBio		
EUPATH:0000207	presence of Plasmodium gametocyte in blood by microscopy assay	Class			A Plasmodium gametocytes in blood by microscopy assay datum that specifies whether gametocytes were detected.		"Person: Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey, John Judkins"		PRISM				
EUPATH:0000487	presence of Plasmodium in blood by loop-mediated isothermal amplification	Class			A eukaryota in blood datum that specifies whether Plasmodium was detected by loop-mediated isothermal amplification.		"Person: Jie Zheng, Grant Dorsey, John Judkins"		PRISM				
EUPATH:0000798	presence of organism in blood	Class			A blood microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000799	presence of organism in cerebrospinal fluid	Class			A cerebrospinal fluid microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000800	presence of organism in endotracheal aspirate	Class			A endotracheal tube aspirate microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000801	presence of organism in feces	Class			A feces microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000802	presence of organism in induced sputum	Class			A induced sputum microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000803	presence of organism in lung	Class			A lung microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000804	presence of organism in nasopharynx or oropharynx	Class			A nasopharyngeal or oropharyngeal swab microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000805	presence of organism in pleural fluid	Class			A pleural fluid microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000806	presence or organism in umbilical cord blood	Class			A umbilical cord blood microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000807	presence of organism in urine	Class			A urine microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0000814	presence of organism in placental blood	Class			A placental blood microbiology datum that indicates whether some organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010599	presence of Adenoviridae in feces by enzyme-linked immunosorbent assay	Class			A eukaryota in feces datum by enzyme-linked immunosorbent assay datum that specifies whether the virus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010607	presence of Ascaris lumbricoides in feces by microscopy assay	Class			A eukaryota in feces datum in feces that specifies whether Ascaris lumbricoides was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010611	presence of Astrovirus in feces by enzyme-linked immunosorbent assay	Class			An Astrovirus in feces by enzyme-linked immunosorbent assay datum that specifies whether the virus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010615	presence of Trichuris trichiura in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Trichuris trichiura was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010623	presence of Balantioides coli in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Balantioides cf. coli was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010643	presence of Chilomastix mesnili in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Chilomastix mesnili was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010651	presence of Cyclospora in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Cyclospora was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010695	presence of Entamoeba histolytica in feces by enzyme-linked immunosorbent assay	Class			A Entamoeba histolytica in feces by enzyme-linked immunosorbent assay datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010703	presence of Endolimax nana in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Endolimax nana was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010715	presence of Enterobius vermicularis in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Enterobius vermicularis was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010726	presence of Hymenolepis diminuta in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Hymenolepis diminuta was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010730	presence of Rodentolepis nana in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Rodentolepis nana was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010734	presence of Ancylostomatoidea in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Ancylostomatoidea was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010738	presence of Iodamoeba butschlii by microscopy assay	Class			A eukaryota in feces datum that specified whether Iodamoeba butschlii was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010754	presence of Entamoeba coli in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Entamoeba coli was detected by microscopy assay		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010767	presence of Norovirus in feces by real time polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Norovirus was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010771	presence of Norovirus GI in feces by real time polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Norovirus GI was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010775	presence of Norovirus GII in feces by real time polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Norovirus GII was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010793	presence of Rotavirus in feces by enzyme-linked immunosorbent assay	Class			A virus in feces datum that specifies whether Rotavirus was detected by enzyme-linked immunosorbent assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010801	presence of Schistosoma in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Schistosoma was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010809	presence of Strongyloides stercoralis in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Strongyloides stercoralis was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010817	presence of Escherichia coli in feces by polymerase chain reaction assay	Class			An Escherichia coli in feces datum that specifies whether Escherichia coli was detected by polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010821	presence of Taenia in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Taenia was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010875	presence of unspecified bacteria in feces by unspecified assay	Class			"A bacteria in feces datum that specifies whether bacteria were detected, without further specifying the taxon or assay."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010882	presence of unspecified parasite organism in feces by unspecified assay	Class			"A feces microbiology datum that specifies whether a parasite organism was detected, without further specifying the taxon or assay."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010889	presence of unspecified pathogen in feces by unspecified assay	Class			"A feces microbiology datum that specifies whether a pathogen was detected, without further specifying the taxon or assay."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010890	presence of any pathogen excluding Norovirus in feces by unspecified assay	Class			A feces microbiology datum that specifies whether a pathogen excluding Norovirus was detected by an unspecified assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010931	presence of unspecified virus in feces by unspecified assay	Class			"A feces microbiology datum that specifies whether a virus was detected, without further specifying the taxon or assay."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010935	presence of virus excluding Norovirus in feces	Class			A virus in feces datum that specifies whether a virus excluding Norovirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010997	presence of parasite organism in feces by modified acid-fast stain microscopy assay	Class			A feces microbiology datum that specifies whether a parasite organism was detected by modified acid-fast stain microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
